date,skq_price,hynix_price,regime,divergence,high_residual,event_name,direction,importance,note,source
20250918,208500,353000,동일,-1.29,,지주회사의자회사탈퇴,,,,
20250919,216500,353000,Zero,3.84,Y,,,,,
20250922,215500,351000,동일,0.06,,,,,,
20250923,220000,361000,동일,-0.49,,,,,,
20250924,217500,357500,동일,-0.25,,,,,,
20250925,211000,356500,동일,-2.73,,,,,,
20250926,195300,336500,동일,-2.34,,,,,,
20250929,197100,349000,동일,-2.44,,,,,,
20250930,201500,347500,교차,2.62,,주요사항보고서(자기주식취득신탁계약해지결정),,,,
20251001,205500,360000,동일,-1.27,,주요사항보고서(자기주식취득신탁계약해지결정),,,,
20251002,238000,395500,동일,6.85,Y,,,,,
20251010,247000,428000,,,,,,,,
20251013,245500,415000,동일,2.19,,,,,,
20251014,234500,411500,동일,-3.7,Y,,,,,
20251015,243500,422500,동일,1.38,,,,,,
20251016,257500,452500,동일,-0.79,,,,,,
20251017,257500,465500,Zero,-2.66,,,,,,
20251020,262000,485500,동일,-2.24,,,,,,
20251021,256000,479000,동일,-1.04,,,,,,
20251022,258500,481500,동일,0.49,,,,,,
20251023,253000,478500,동일,-1.55,,,,,,
20251024,271000,510000,동일,0.99,,,,,,
20251027,291500,535000,동일,2.98,,,,,,
20251028,272000,521000,동일,-4.24,Y,,,,,
20251029,275000,558000,동일,-5.54,Y,주요사항보고서(자기주식처분결정)(자회사의 주요경영사항) | 타법인주식및출자증권처분결정 | 특수관계인에대한주식의처분 | 특수관계인에대한출자 | 현금ㆍ현물배당결정(자회사의 주요경영사항) | 현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정(자회사의 주요경영사항),,,,
20251030,281000,568000,동일,0.5,,"SK플래닛-11번가, OK캐쉬백·이커머스 시너지로 도약",,,,
20251031,260000,559000,동일,-5.98,Y,영업양수결정(종속회사의주요경영사항),,,,
20251103,282500,620000,동일,-1.6,,"‘플로(FLO)’ 운영사 드림어스컴퍼니, 글로벌 팬덤 기업 비마이프렌즈로 최대주주 변경",,,,
20251104,274000,586000,동일,2.17,,,,,,
20251105,260000,579000,동일,-3.98,Y,,,,,
20251106,270000,593000,동일,1.57,,,,,,
20251107,279000,580000,교차,5.4,Y,,,,,
20251110,290000,606000,동일,-0.28,,,,,,
20251111,311500,619000,동일,5.39,Y,,,,,
20251112,322500,617000,교차,3.83,Y,,,,,
20251113,323500,612000,교차,1.07,,[기재정정]주요사항보고서(자기주식취득결정) | 분기보고서 (2025.09) | 주식소각결정 | 주요사항보고서(자기주식취득결정),,,2025년 6차 자사주 매입,
20251114,291000,560000,동일,-2.02,,"Q3 ’25 Portfolio Update | SK스퀘어, 2025년 3분기 실적 발표",,,,
20251117,304500,606000,동일,-3.08,Y,[기재정정]주요사항보고서(자기주식취득결정),,,,
20251118,283500,570000,동일,-1.29,,,,,,
20251119,283000,562000,동일,1.14,,,,,,
20251120,293500,571000,동일,2.2,,,,,,
20251121,266000,521000,동일,-1.13,,,,,,
20251124,276000,520000,교차,3.94,Y,기업가치제고계획(자율공시)              (2025년),,,,
20251125,290500,519000,교차,5.43,Y,SK스퀘어 기업가치 제고 계획 (2025),,,,
20251126,291000,524000,동일,-0.73,,,,,,
20251127,301000,544000,동일,-0.13,,[기재정정]타법인주식및출자증권처분결정,,,,
20251128,298000,530000,동일,1.41,,[기재정정]타법인주식및출자증권처분결정,,,,
20251201,302000,538000,동일,-0.07,,[기재정정]타법인주식및출자증권처분결정 | 지주회사의자회사탈퇴,,,,
20251202,308500,558000,동일,-1.33,,,,,,
20251203,310500,552000,교차,1.66,,[기재정정]타법인주식및출자증권취득결정(자회사의 주요경영사항),,,,
20251204,312500,542000,교차,2.34,,[기재정정]타법인주식및출자증권취득결정(자회사의 주요경영사항),,,,
20251205,302000,544000,교차,-3.71,Y,,,,,
20251208,322000,577000,동일,0.93,,,,,,
20251209,323000,566000,교차,2.1,,,,,,
20251210,324000,587000,동일,-3.18,Y,,,,,
20251211,307500,565000,동일,-1.56,,,,,,
20251212,308000,571000,동일,-0.84,,,,,,
20251215,292500,554000,동일,-2.23,,,,,,
20251216,281000,530000,동일,0.14,,,,,,
20251217,283000,551000,동일,-3.0,Y,,,,,
20251218,290500,552000,동일,2.48,,,,,,
20251219,290500,547000,Zero,0.85,,,,,,
20251222,315000,580000,동일,2.77,,,,,,
20251223,315000,584000,Zero,-0.65,,,,,,
20251224,321000,588000,동일,1.26,,,,,,
20251226,334500,599000,,,,,,,,
20251229,346000,640000,동일,-3.01,Y,,,,,
20251230,368000,651000,동일,4.73,Y,,,,,
20260102,392000,677000,,,,지주회사의자회사탈퇴,,,,
20260105,416000,696000,동일,3.46,Y,지주회사의자회사탈퇴,,,,
20260106,432000,726000,동일,-0.25,,,,,,
20260107,429500,742000,교차,-2.68,,,,,,
20260108,430500,756000,동일,-1.57,,,,,,
20260109,430500,744000,Zero,1.52,,,,,,
20260112,427500,749000,교차,-1.34,,,,,,
20260113,426500,738000,동일,1.17,,,,,,
20260114,435500,742000,동일,1.59,,,,,,
20260115,429500,749000,교차,-2.28,,,,,,
20260116,446500,756000,동일,3.07,Y,,,,,
20260119,435500,764000,교차,-3.47,Y,,,,,
20260120,427000,743000,동일,0.67,,,,,,
20260121,430000,740000,교차,1.09,,"SK스퀘어, CDP 평가 최고등급 ‘A’ 획득... ESG 경영 선도",,,,
20260122,446500,755000,동일,1.91,,,,,,
20260123,445500,767000,교차,-1.74,,,,,,
20260126,441000,736000,동일,2.85,,,,,,
20260127,473000,800000,동일,-1.03,,,,,,
20260128,504000,841000,동일,1.65,,매출액또는손익구조30%(대규모법인은15%)이상변경(자회사의 주요경영사항) | 주식소각결정(자회사의 주요경영사항) | 주요사항보고서(자기주식처분결정)(자회사의 주요경영사항) | 타법인주식및출자증권취득결정(자회사의 주요경영사항) | 현금ㆍ현물배당결정(자회사의 주요경영사항) | 현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정(자회사의 주요경영사항),,,,
20260129,531000,861000,동일,3.08,Y,매출액또는손익구조30%(대규모법인은15%)이상변경(자회사의 주요경영사항) | 주식소각결정(자회사의 주요경영사항) | 주요사항보고서(자기주식처분결정)(자회사의 주요경영사항) | 타법인주식및출자증권취득결정(자회사의 주요경영사항) | 현금ㆍ현물배당결정(자회사의 주요경영사항) | 현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정(자회사의 주요경영사항),,,,
20260130,570000,909000,동일,1.99,,,,,,
20260202,505000,830000,동일,-3.04,Y,,,,,
20260203,546000,907000,동일,-0.77,,,,,,
20260204,569000,900000,교차,4.95,Y,,,,,
20260205,534000,842000,동일,0.05,,,,,,
20260206,514000,839000,동일,-3.41,Y,,,,,
20260209,563000,887000,동일,4.03,Y,,,,,
20260210,543000,876000,동일,-2.36,,매출액또는손익구조30%(대규모법인은15%)이상변경,,,,
20260211,532000,860000,동일,-0.27,,매출액 또는 손익구조 30%(대규모법인 15%)이상 변경,,,,
20260212,570000,888000,동일,4.02,Y,,,,,
20260213,558000,880000,동일,-1.25,,[기재정정]타법인주식및출자증권취득결정(자회사의 주요경영사항),,,,
20260219,566000,894000,,,,[기재정정]타법인주식및출자증권취득결정(자회사의 주요경영사항),,,,
20260220,580000,949000,동일,-3.44,Y,자기주식취득결과보고서,,,,
20260223,580000,951000,Zero,-0.2,,,,,,
20260224,617000,1005000,동일,0.91,,"SK스퀘어 투자 글로벌 AI·반도체 기업, 2년 만에 기업가치 최대 7배 올랐다",,,,
20260225,647000,1018000,동일,3.61,Y,"Q4 ’25 Portfolio Update | SK스퀘어, 2025년 연간 실적 발표",,,,
20260226,679000,1099000,동일,-2.73,,신규시설투자등(자회사의 주요경영사항) | 파생상품거래손실발생(자회사의 주요경영사항),,,,
20260227,645000,1061000,동일,-1.66,,,,,,
20260303,581000,939000,,,,[기재정정]타법인주식및출자증권취득결정(자회사의 주요경영사항),,,,
20260304,507000,849000,동일,-3.5,Y,[기재정정]타법인주식및출자증권취득결정(자회사의 주요경영사항),,,,
20260305,566000,941000,동일,1.24,,,,,,
20260306,553000,924000,동일,-0.56,,,,,,
20260309,509000,836000,동일,1.21,,,,,,
20260310,554000,938000,동일,-2.86,,,,,,
20260311,565000,955000,동일,0.24,,,,,,
20260312,554000,930000,동일,0.57,,,,,,
20260313,534000,910000,동일,-1.54,,,,,,
20260316,562000,974000,동일,-1.52,,,,,,
20260317,587000,970000,교차,4.85,Y,사업보고서 (2025.12),,,,
20260318,630000,1056000,동일,-1.22,,사업보고서 (2025.12),,,,
20260319,611000,1013000,동일,0.92,,,,,,
20260320,608000,1007000,동일,0.08,,,,,,
20260323,557000,933000,동일,-1.3,,,,,,
20260324,595000,986000,동일,1.35,,유형자산취득결정(자회사의 주요경영사항),,,,
20260325,605000,995000,동일,0.8,,유형자산취득결정(자회사의 주요경영사항),,,2026년 7차 자사주 매입,
20260326,558000,933000,동일,-1.76,,대표이사(대표집행임원)변경(안내공시) | 사외이사의선임ㆍ해임또는중도퇴임에관한신고 | 수시공시의무관련사항(공정공시) | 주식소각결정 | 주요사항보고서(자기주식처분결정) | 주요사항보고서(자기주식취득결정),,,,
20260327,544000,922000,동일,-1.37,,,,,,
20260330,510000,873000,동일,-1.13,,주요사항보고서(자기주식처분결정)(자회사의 주요경영사항),,,,
20260331,466500,807000,동일,-1.26,,주요사항보고서(자기주식처분결정)(자회사의 주요경영사항),,,,
20260401,501000,893000,동일,-2.81,,자기주식처분결과보고서,,,,
20260402,469500,830000,동일,0.49,,자기주식처분결과보고서,,,,
20260403,483000,876000,동일,-2.43,,,,,,
20260406,487000,886000,동일,-0.27,,,,,,
20260407,499000,916000,동일,-0.79,,자기주식처분결과보고서,,,,
20260408,578000,1033000,동일,3.54,Y,자기주식처분결과보고서,,,,
20260409,560000,998000,동일,0.17,,,,,,
20260410,568000,1027000,동일,-1.38,,,,,,
20260413,580000,1040000,동일,0.89,,,,,,
20260414,640000,1103000,동일,4.48,Y,,,,,
20260415,665000,1136000,동일,1.01,,,,,,
20260416,690000,1155000,동일,2.14,,,,,,
20260417,682000,1128000,동일,1.11,,,,,,
20260420,701000,1166000,동일,-0.47,,,,,,
20260421,718000,1224000,동일,-2.4,,,,,,
20260422,720000,1223000,교차,0.36,,주요사항보고서(자기주식처분결정)(자회사의 주요경영사항) | 현금ㆍ현물배당결정(자회사의 주요경영사항) | 현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정(자회사의 주요경영사항),,,,
20260423,728000,1225000,동일,0.95,,주요사항보고서(자기주식처분결정)(자회사의 주요경영사항) | 현금ㆍ현물배당결정(자회사의 주요경영사항) | 현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정(자회사의 주요경영사항),,,,
20260424,725000,1222000,동일,-0.17,,,,,,
20260427,789000,1292000,동일,3.27,Y,,,,,
20260428,811000,1300000,동일,2.19,,자기교환사채만기전취득결정(자회사의 주요경영사항),,,,
20260429,830000,1293000,교차,2.86,,자기교환사채만기전취득결정(자회사의 주요경영사항),,,,
20260430,841000,1286000,교차,1.86,,주요사항보고서(자기주식처분결정) | 현금ㆍ현물배당결정 | 현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,,,,
20260504,991000,1447000,,,,현금ㆍ현물배당 결정,,,,
20260506,1089000,1601000,,,,,,,,
20260507,1099000,1654000,동일,-2.32,,,,,,
20260508,1098000,1686000,교차,-1.98,,,,,,
20260511,1187000,1880000,동일,-3.15,Y,,,,,
20260512,1126000,1835000,동일,-2.79,,,,,,
20260513,1190000,1976000,동일,-1.86,,자기주식처분결과보고서 | 주요사항보고서(자기주식처분결정)(자회사의 주요경영사항),,,,
20260514,1171000,1970000,동일,-1.3,,자기주식처분결과보고서 | 주요사항보고서(자기주식처분결정)(자회사의 주요경영사항),,,,
20260515,1098000,1819000,동일,1.3,,"SK스퀘어, 2026년 1분기 실적 발표 | Q1 ’26 Portfolio Update",,,,
20260518,1093000,1840000,교차,-1.59,,,,,,
20260519,1020000,1745000,동일,-1.62,,,,,,
20260520,1029000,1745000,Zero,0.88,,,,,,
20260521,1179000,1940000,동일,3.63,Y,,,,,
20260522,1185000,1941000,동일,0.46,,,,,,
20260526,1181000,2052000,,,,,,,,
20260527,1276000,2243000,동일,-1.11,,,,,,
20260528,1237000,2289000,교차,-5.08,Y,,,,,
20260529,1233000,2333000,교차,-2.21,,기업지배구조보고서공시,,,,
20260601,1256000,2363000,동일,0.6,,기업지배구조보고서공시,,,,
20260602,1346000,2360000,교차,7.3,Y,,,,,
20260604,1361000,2298000,,,,,,,,
20260605,1258000,2070000,동일,2.2,,,,,,
20260608,1118000,1911000,동일,-3.58,Y,,,,,
20260609,1269000,2215000,동일,-2.11,,,,,,
20260610,1183000,2048000,동일,0.64,,,,,,
20260611,1228000,2101000,동일,1.25,,,,,,
20260612,1358000,2150000,동일,8.3,Y,,,,,
20260615,1413000,2288000,동일,-2.26,,,,,,
20260616,1501000,2382000,동일,2.18,,,,,,
20260617,1596000,2521000,동일,0.58,,,,,,
20260618,1700000,2685000,동일,0.11,,,,,,
20260619,1780000,2764000,동일,1.81,,특수관계인으로부터자산양수,,,,
20260622,1970000,2919000,동일,5.13,Y,특수관계인으로부터자산양수,,,,
20260623,1832000,2555000,동일,5.31,Y,,,,,
20260624,1799000,2580000,교차,-2.77,,주요사항보고서(유상증자결정)(자회사의 주요경영사항) | 주요사항보고서(해외증권시장주권등상장결정)(자회사의 주요경영사항) | 증권예탁증권(DR)발행결정(자회사의 주요경영사항),,,,
20260625,1899000,2917000,동일,-7.32,Y,주요사항보고서(유상증자결정)(자회사의 주요경영사항) | 주요사항보고서(해외증권시장주권등상장결정)(자회사의 주요경영사항) | 증권예탁증권(DR)발행결정(자회사의 주요경영사항),,,,
20260626,1720000,2673000,동일,-1.17,,중대재해발생(자회사의 주요경영사항),,,,
20260629,1640000,2628000,동일,-2.99,,중대재해발생(자회사의 주요경영사항),,,,
20260630,1697000,2650000,동일,2.65,,지주회사의자회사탈퇴,,,,
20260701,1757000,2560000,교차,6.89,Y,자기주식취득결과보고서 | 지속가능경영보고서등관련사항(자율공시),,,,
20260702,1525000,2187000,동일,1.17,,,,,,
20260703,1589000,2425000,동일,-6.51,Y,,,,,
20260706,1495000,2343000,동일,-2.59,,[기재정정]주요사항보고서(유상증자결정)(자회사의 주요경영사항) | [기재정정]증권예탁증권(DR)발행결정(자회사의 주요경영사항),,,,
20260707,1356000,2201000,동일,-3.33,Y,[기재정정]주요사항보고서(유상증자결정)(자회사의 주요경영사항) | [기재정정]증권예탁증권(DR)발행결정(자회사의 주요경영사항),,,,
20260708,1270000,2076000,동일,-0.75,,,,,,
20260709,1327000,2186000,동일,-0.72,,,,,,
20260710,1409000,2180000,교차,6.45,Y,[기재정정]주요사항보고서(유상증자결정)(자회사의 주요경영사항) | [기재정정]주요사항보고서(해외증권시장주권등상장결정)(자회사의 주요경영사항) | [기재정정]증권예탁증권(DR)발행결정(자회사의 주요경영사항),,,,
20260713,1161000,1845000,동일,-2.48,,[기재정정]주요사항보고서(유상증자결정)(자회사의 주요경영사항) | [기재정정]주요사항보고서(해외증권시장주권등상장결정)(자회사의 주요경영사항) | [기재정정]증권예탁증권(DR)발행결정(자회사의 주요경영사항),,,,
20260714,1190000,1913000,동일,-1.12,,주요사항보고서(해외증권시장주권등상장)(자회사의 주요경영사항),,,,
20260715,1382000,2082000,동일,7.46,Y,,,,,
20260716,1212000,1842000,동일,-0.97,,,,,,
20260720,1177000,1764000,,,,,,,,
