date,skq_ret,hynix_ret,nav_total_trillion,nav_implied_ret,divergence,nav_discount_pct,nav_discount_delta,sector_semiconductor,kospi_ret,usd_krw,foreign_net,institution_net,shorting_balance,shorting_balance_ratio,shorting_volume_ratio,shorting_balance_change,fut_listed,fut_basis,fut_basis_pct,fut_volume,foreign_own_pct,individual_net,nav_total_trillion_v1,nav_implied_ret_v1,divergence_v1,nav_discount_pct_v1,nav_discount_delta_v1,nav_implied_ret_raw,nav_per_share,skq_shares_v2,skq_ret_v1
20240307,1.26,1.23,30.9,0.97,0.29,67.5,-0.1,-1.11,0.23,1335.7,1705073000.0,1889031800.0,413229.0,0.3,0.17,-6876.0,1.0,-100.0,-0.138,5233.0,49.03125,-3640626800.0,29.37,0.99,0.27,67.5,-0.1,0.97,222305.0,138981036.0,1.26
20240308,3.73,4.24,31.94,3.36,0.37,67.4,-0.1,2.18,1.24,1329.6,8663239000.0,6408544300.0,442464.0,0.32,0.23,29235.0,1.0,0.0,0.0,7622.0,49.09375,-14133841200.0,30.4,3.5,0.23,67.4,-0.1,3.36,229782.0,138981036.0,3.73
20240311,-3.07,-3.08,31.17,-2.39,-0.68,67.6,0.2,-0.21,-0.77,1323.1,3961667000.0,-3116571200.0,357938.0,0.26,0.28,-84526.0,1.0,-200.0,-0.275,3257.0,49.15625,-666361100.0,29.62,-2.55,-0.52,67.6,0.2,-2.39,224288.0,138981036.0,-3.07
20240312,-1.1,-0.54,31.05,-0.4,-0.7,67.8,0.2,0.8,0.83,1314.4,2534867200.0,-1773417600.0,351177.0,0.25,0.05,-6761.0,1.0,-71800.0,-99.861,7717.0,49.21875,-753178800.0,29.49,-0.45,-0.65,67.8,0.2,-0.4,223381.0,138981036.0,-1.1
20240313,-2.23,-1.27,30.74,-0.99,-1.24,68.2,0.4,-0.55,0.44,1311.1,357043500.0,-471581900.0,351802.0,0.25,0.13,625.0,1.0,-70600.0,-100.427,5329.0,49.28125,-27383400.0,29.18,-1.04,-1.19,68.2,0.4,-0.99,221160.0,138981036.0,-2.23
20240314,-1.42,-1.04,30.48,-0.84,-0.58,68.4,0.2,-1.45,0.94,1312.8,12108895900.0,-11287634400.0,368812.0,0.27,0.28,17010.0,1.0,-600.0,-0.866,5603.0,49.28125,-340900200.0,28.93,-0.85,-0.57,68.4,0.2,-0.84,219300.0,138981036.0,-1.42
20240315,-1.01,-0.43,30.38,-0.33,-0.68,68.6,0.2,-0.22,-1.91,1316.9,-3139162100.0,4181336800.0,360850.0,0.26,0.03,-7962.0,1.0,200.0,0.292,5724.0,49.4375,-921309200.0,28.83,-0.36,-0.65,68.6,0.2,-0.33,218581.0,138981036.0,-1.01
20240318,0.58,1.92,30.84,1.51,-0.93,68.9,0.3,1.05,0.71,1328.4,3357356400.0,-1560467700.0,389311.0,0.28,0.46,28461.0,1.0,-2600.0,-3.768,6236.0,49.40625,-1690233400.0,29.28,1.57,-0.99,68.9,0.3,1.51,221871.0,138981036.0,0.58
20240319,-0.43,-2.5,30.22,-1.98,1.55,68.4,-0.5,-0.62,-1.1,1333.0,6956405200.0,-4848053600.0,433422.0,0.31,0.91,44111.0,1.0,300.0,0.437,5505.0,49.4375,-2006327300.0,28.69,-2.01,1.58,68.4,-0.5,-1.98,217471.0,138981036.0,-0.43
20240320,1.02,-2.31,29.67,-1.82,2.84,67.5,-0.9,0.76,1.28,1338.5,526984100.0,1174089100.0,438106.0,0.32,0.6,4684.0,1.0,-1000.0,-1.441,7754.0,49.5625,-1644820300.0,28.15,-1.88,2.9,67.4,-1.0,-1.82,213518.0,138981036.0,1.02
20240321,10.95,8.63,31.64,6.63,4.32,66.2,-1.3,1.32,2.41,1338.7,18234002300.0,7825965500.0,435470.0,0.31,0.0,-2636.0,1.0,100.0,0.13,15389.0,49.5625,-25604642100.0,30.13,7.01,3.94,66.2,-1.2,6.63,227683.0,138981036.0,10.95
20240322,3.9,-0.12,31.61,-0.11,4.01,64.8,-1.4,-0.36,-0.23,1326.3,6558611100.0,1380831900.0,418030.0,0.3,0.34,-17440.0,1.0,-500.0,-0.625,13679.0,49.6875,-7591118500.0,30.09,-0.11,4.01,64.9,-1.3,-0.11,227421.0,138981036.0,3.9
20240325,-4.13,-0.24,31.56,-0.14,-3.99,66.2,1.4,-0.05,-0.4,1336.1,-1822079500.0,1362260700.0,427255.0,0.31,0.05,9225.0,1.0,500.0,0.652,9440.0,49.75,439739000.0,30.03,-0.2,-3.93,66.3,1.4,-0.14,227114.0,138981036.0,-4.13
20240326,2.61,4.25,32.62,3.34,-0.73,66.5,0.2,1.03,0.71,1340.7,-1678154300.0,6612672900.0,424858.0,0.31,0.25,-2397.0,1.0,-200.0,-0.254,9834.0,49.65625,-4770123100.0,31.09,3.5,-0.89,66.6,0.3,3.34,234710.0,138981036.0,2.61
20240327,0.76,2.6,33.3,2.08,-1.32,66.9,0.4,0.93,-0.07,1338.6,2129271100.0,2675671700.0,423656.0,0.3,0.34,-1202.0,1.0,700.0,0.883,4876.0,49.65625,-5224691700.0,31.75,2.15,-1.39,67.0,0.4,2.08,239587.0,138981036.0,0.76
20240328,-0.88,-1.66,32.85,-1.35,0.47,66.7,-0.2,1.4,-0.34,1345.8,4928672400.0,-2845457100.0,422401.0,0.3,0.19,-1255.0,1.0,-800.0,-1.018,6333.0,49.65625,-2063961100.0,31.31,-1.39,0.51,66.8,-0.2,-1.35,236352.0,138981036.0,-0.88
20240329,0.51,2.69,33.55,2.13,-1.62,67.3,0.5,0.87,0.03,1346.8,3761943300.0,-1901349700.0,416317.0,0.3,0.31,-6084.0,1.0,100.0,0.127,3073.0,49.71875,-1864184100.0,32.01,2.23,-1.72,67.4,0.6,2.13,241380.0,138981036.0,0.51
20240401,-4.43,1.37,33.9,1.11,-5.54,69.0,1.8,1.67,0.04,1347.4,2448507100.0,-4227258600.0,415828.0,0.3,0.09,-489.0,1.0,-700.0,-0.927,11165.0,49.75,1708626300.0,32.38,1.16,-5.59,69.2,1.8,1.06,243928.0,138981036.0,-4.43
20240402,2.25,0.43,34.01,0.32,1.93,69.4,0.4,0.89,0.19,1347.1,-3795998100.0,2735613700.0,414271.0,0.3,0.22,-1557.0,1.0,400.0,0.518,11978.0,49.78125,989956400.0,32.5,0.36,1.89,68.6,-0.6,0.32,252394.0,134749960.0,2.25
20240403,-0.91,-3.81,32.97,-3.05,2.14,68.7,-0.7,-2.15,-1.68,1353.0,2961399600.0,-146261900.0,411426.0,0.3,0.08,-2845.0,1.0,-400.0,-0.523,9798.0,49.8125,-2618650900.0,31.46,-3.19,2.28,67.9,-0.7,-3.05,244703.0,134749960.0,-0.91
20240404,1.96,4.91,34.26,3.9,-1.94,69.3,0.6,1.74,1.29,1349.1,3299330100.0,905755100.0,397516.0,0.29,0.38,-13910.0,1.0,100.0,0.128,5184.0,49.84375,-4215011800.0,32.75,4.09,-2.13,68.5,0.6,3.9,254246.0,134749960.0,1.96
20240405,-3.21,-2.77,33.5,-2.23,-0.98,69.6,0.3,-0.96,-1.01,1346.8,-3567127400.0,4041743100.0,401737.0,0.29,0.24,4221.0,1.0,100.0,0.132,6461.0,49.875,-491426400.0,31.98,-2.33,-0.88,68.8,0.3,-2.23,248579.0,134749960.0,-3.21
20240408,-2.12,-0.88,33.25,-0.75,-1.37,70.0,0.4,-1.06,0.13,1351.8,-2311531600.0,3537375400.0,386050.0,0.28,0.22,-15687.0,1.0,-73700.0,-99.729,6056.0,49.84375,-1112903900.0,31.75,-0.74,-1.38,69.3,0.5,-0.75,246720.0,134749960.0,-2.12
20240409,0.27,0.94,33.49,0.72,-0.45,70.2,0.1,0.14,-0.46,1353.6,-4965429500.0,7196056200.0,382051.0,0.27,0.21,-3999.0,1.0,,,7321.0,49.8125,-2181165600.0,32.0,0.79,-0.52,69.4,0.1,0.72,248505.0,134749960.0,0.27
20240411,-1.35,,34.29,2.39,-3.74,71.3,1.1,,,1354.4,4994500100.0,-2590130800.0,378480.0,0.27,0.1,-3571.0,1.0,-1700.0,-2.326,10458.0,49.75,-2277093700.0,32.8,,,70.6,,2.39,254441.0,134749960.0,
20240412,6.57,-0.53,34.14,-0.43,7.0,69.2,-2.0,0.23,-0.93,1363.7,13583001600.0,-1801345500.0,355098.0,0.26,0.41,,1.0,-800.0,-1.027,8774.0,49.78125,-11307977400.0,32.65,-0.44,7.01,68.5,-2.1,-0.43,253343.0,134749960.0,6.57
20240415,2.44,0.43,34.25,0.33,2.11,68.6,-0.7,0.76,-0.42,1371.6,3832625100.0,2474963300.0,365106.0,0.26,0.16,10008.0,1.0,-700.0,-0.877,7455.0,49.90625,-5659217700.0,32.76,0.35,2.09,67.8,-0.7,0.33,254174.0,134749960.0,2.44
20240416,0.25,-4.84,32.92,-3.88,4.13,67.2,-1.3,-3.08,-2.28,1383.7,10716560200.0,1098661400.0,350443.0,0.25,0.18,-14663.0,1.0,-900.0,-1.125,11908.0,49.9375,-10396739100.0,31.43,-4.07,4.32,66.4,-1.4,-3.88,244307.0,134749960.0,0.25
20240417,-1.5,-0.22,32.86,-0.18,-1.32,67.7,0.4,0.1,-0.98,1395.3,-240089300.0,2273405400.0,403164.0,0.29,0.2,52721.0,1.0,-1700.0,-2.157,12147.0,50.03125,-1846480300.0,31.37,-0.19,-1.31,66.8,0.4,-0.18,243862.0,134749960.0,-1.5
20240418,6.22,2.01,33.41,1.66,4.56,66.2,-1.5,1.3,1.95,1386.3,15436766200.0,-1255069900.0,419775.0,0.3,0.11,16611.0,1.0,-900.0,-1.075,7890.0,49.9375,-14247090300.0,31.9,1.69,4.53,65.3,-1.5,1.66,247916.0,134749960.0,6.22
20240419,-9.08,-4.94,32.08,-3.98,-5.1,68.0,1.8,-3.14,-1.63,1375.9,2171414200.0,-10163987200.0,450660.0,0.32,0.11,30885.0,1.0,-1500.0,-1.971,21090.0,50.09375,7982754200.0,30.58,-4.13,-4.95,67.1,1.8,-3.98,238055.0,134749960.0,-9.08
20240422,4.73,-0.98,31.84,-0.75,5.48,66.3,-1.8,-1.42,1.45,1385.0,-453000100.0,9577065500.0,501711.0,0.36,0.25,51051.0,1.0,-1500.0,-1.882,9679.0,50.125,-9021197300.0,30.33,-0.81,5.54,65.3,-1.8,-0.75,236266.0,134749960.0,4.73
20240423,3.64,-0.35,31.47,-1.17,4.81,64.6,-1.6,-1.07,-0.24,1380.6,-76783100.0,6360460200.0,483686.0,0.35,0.07,-18025.0,1.0,-900.0,-1.09,8018.0,51.71875,-6134788400.0,30.25,-0.29,3.93,63.9,-1.4,-1.17,233510.0,134749960.0,3.64
20240424,3.51,5.15,32.77,4.14,-0.63,64.8,0.2,2.36,2.01,1377.9,6317747200.0,5912635800.0,511141.0,0.38,0.1,27455.0,1.0,-200.0,-0.234,8095.0,51.71875,-11733815100.0,31.54,4.26,-0.75,64.2,0.3,4.14,243167.0,134749960.0,3.51
20240425,-9.01,-5.12,31.41,-4.14,-4.87,66.6,1.8,-1.17,-1.76,1370.0,-2453902600.0,-5170121100.0,515961.0,0.38,0.02,4820.0,1.0,-1100.0,-1.414,22181.0,51.78125,7662256700.0,30.19,-4.26,-4.75,66.0,1.8,-4.14,233096.0,134749960.0,-9.01
20240426,3.6,4.22,32.46,3.36,0.24,66.5,-0.1,1.38,1.05,1376.6,1932905000.0,-493080700.0,508561.0,0.38,0.19,-7400.0,1.0,-1600.0,-1.985,15502.0,51.75,-1422659200.0,31.24,3.48,0.12,65.9,-0.1,3.36,240920.0,134749960.0,3.6
20240429,-2.23,-1.07,32.19,-0.86,-1.37,67.0,0.5,1.31,1.17,1375.9,2079045200.0,-4227707800.0,505139.0,0.37,0.04,-3422.0,1.0,-800.0,-1.015,5656.0,51.78125,2144059300.0,30.97,-0.88,-1.35,66.4,0.5,-0.86,238856.0,134749960.0,-2.23
20240430,-2.92,-0.97,31.94,-0.75,-2.17,67.7,0.7,-1.15,0.17,1378.7,1973629100.0,-3188732600.0,495198.0,0.37,0.35,-9941.0,1.0,-1000.0,-1.307,6818.0,51.8125,1214712600.0,30.72,-0.8,-2.12,67.1,0.7,-0.75,237058.0,134749960.0,-2.92
20240502,-1.96,,31.86,-0.25,-1.71,68.3,0.5,,,1378.0,5312286900.0,-7004346100.0,472902.0,0.35,0.32,-22296.0,1.0,,,7399.0,51.8125,1718666500.0,30.63,,,67.7,,-0.25,236472.0,134749960.0,
20240503,-0.27,-0.23,31.81,-0.17,-0.1,68.3,0.0,-0.44,-0.26,1378.5,536344700.0,-573943200.0,466684.0,0.35,0.22,,1.0,-75800.0,-101.337,12269.0,51.875,50881600.0,30.57,-0.19,-0.08,67.7,0.0,-0.17,236066.0,134749960.0,-0.27
20240507,2.81,,32.74,2.92,-0.11,68.4,0.0,,,1365.2,-6919633200.0,8683444300.0,468566.0,0.35,0.03,1882.0,1.0,-200.0,-0.26,12280.0,51.875,-1758552400.0,31.51,,,67.8,,2.92,242958.0,134749960.0,
20240508,2.21,-0.89,32.52,-0.67,2.88,67.4,-0.9,-0.09,0.39,1357.8,825789700.0,1188934900.0,555498.0,0.41,0.03,,1.0,-79100.0,-100.636,17216.0,51.78125,-2015122400.0,31.28,-0.74,2.95,66.8,-1.0,-0.67,241332.0,134749960.0,2.21
20240509,-0.64,-1.46,32.13,-1.19,0.55,67.2,-0.2,-0.03,-1.2,1364.4,-6892235300.0,7696709100.0,536511.0,0.4,0.18,-18987.0,1.0,,,7254.0,51.78125,-960178000.0,30.9,-1.22,0.58,66.6,-0.2,-1.19,238457.0,134749960.0,-0.64
20240510,2.94,2.57,32.79,2.06,0.88,67.0,-0.3,-1.12,0.57,1367.9,-6882281800.0,11815636200.0,534021.0,0.4,0.56,-2490.0,1.0,900.0,1.119,22513.0,51.6875,-4859821200.0,31.55,2.13,0.81,66.3,-0.3,2.06,243366.0,134749960.0,2.94
20240513,3.11,2.17,33.36,1.73,1.38,66.5,-0.4,0.11,-0.02,1367.9,-6446744400.0,11196089700.0,530281.0,0.39,0.17,-3740.0,1.0,600.0,0.724,11944.0,51.625,-4736899700.0,32.12,1.81,1.3,65.9,-0.4,1.73,247585.0,134749960.0,3.11
20240514,-4.7,0.82,33.57,0.64,-5.34,68.3,1.8,0.22,0.11,1370.1,-1073073600.0,-2200755000.0,530977.0,0.39,0.15,696.0,1.0,-100.0,-0.127,5937.0,51.5625,3262596800.0,32.34,0.69,-5.39,67.7,1.8,0.64,249161.0,134749960.0,-4.7
20240516,2.41,,34.69,3.33,-0.92,68.6,0.3,,,1369.0,127430800.0,3139097600.0,518139.0,0.38,0.14,-12838.0,1.0,600.0,0.742,9543.0,51.5625,-3467860000.0,33.47,,,68.1,,3.33,257454.0,134749960.0,
20240517,1.73,-1.61,34.23,-1.33,3.06,67.6,-1.0,-0.95,-1.03,1349.4,8005208200.0,-4138094500.0,504417.0,0.37,0.08,,1.0,100.0,0.122,6356.0,51.5625,-3814879300.0,33.03,-1.31,3.04,67.1,-1.0,-1.33,254017.0,134749960.0,1.73
20240520,-1.82,0.11,34.25,0.06,-1.88,68.2,0.6,0.11,0.64,1355.2,376471300.0,-345486500.0,492274.0,0.37,1.79,-12143.0,1.0,-200.0,-0.248,8893.0,51.625,-7562100.0,33.05,0.07,-1.89,67.7,0.6,0.06,254165.0,134749960.0,-1.82
20240521,1.24,1.0,34.53,0.82,0.42,68.1,-0.1,0.24,-0.65,1356.2,-1340405500.0,2456731100.0,470815.0,0.35,0.09,-21459.0,1.0,-200.0,-0.244,7509.0,51.6875,-1274878400.0,33.33,0.83,0.41,67.6,-0.1,0.82,256245.0,134749960.0,1.24
20240522,0.24,2.97,35.36,2.39,-2.15,68.8,0.7,1.57,-0.03,1364.4,1300660200.0,-1040371800.0,457404.0,0.34,0.07,-13411.0,1.0,800.0,0.976,5904.0,51.6875,-250804300.0,34.16,2.5,-2.26,68.3,0.7,2.39,262382.0,134749960.0,0.24
20240523,1.59,1.16,35.69,0.95,0.64,68.6,-0.2,-0.01,-0.06,1363.1,10923561900.0,-5295151700.0,460632.0,0.34,0.18,3228.0,1.0,700.0,0.84,11899.0,51.71875,-5560474000.0,34.5,0.98,0.61,68.1,-0.2,0.95,264869.0,134749960.0,1.59
20240524,2.52,-0.7,35.49,-0.55,3.07,67.6,-1.0,-1.18,-1.26,1364.5,13517637600.0,-7875132100.0,418266.0,0.31,0.07,-42366.0,1.0,-700.0,-0.82,18727.0,51.84375,-5482566700.0,34.29,-0.6,3.12,67.1,-1.0,-0.55,263409.0,134749960.0,2.52
20240527,-0.7,1.46,35.91,1.17,-1.87,68.2,0.6,1.02,1.32,1370.0,-89038300.0,2780048200.0,421494.0,0.31,0.37,3228.0,1.0,0.0,0.0,9562.0,51.96875,-2720613500.0,34.71,1.23,-1.93,67.7,0.6,1.17,266497.0,134749960.0,-0.7
20240528,-1.77,0.5,36.06,0.43,-2.2,68.9,0.7,0.92,-0.01,1365.4,353252800.0,-1433155100.0,399057.0,0.3,0.05,-22437.0,1.0,300.0,0.36,7284.0,51.96875,1060994800.0,34.86,0.43,-2.2,68.4,0.7,0.43,267641.0,134749960.0,-1.77
20240529,-2.64,0.0,36.06,-0.0,-2.64,69.7,0.8,-0.0,-1.67,1359.5,4780913000.0,-6955044100.0,392832.0,0.29,1.21,-6225.0,1.0,0.0,0.0,9038.0,51.96875,2163097600.0,34.86,-0.01,-2.63,69.3,0.9,-0.0,267638.0,134749960.0,-2.64
20240530,-2.1,-3.36,35.06,-2.78,0.68,69.5,-0.2,-0.57,-1.56,1364.8,2642385200.0,-3085552300.0,343154.0,0.25,0.41,-49678.0,1.0,100.0,0.126,11487.0,52.03125,481935900.0,33.86,-2.87,0.77,69.0,-0.3,-2.78,260189.0,134749960.0,-2.1
20240531,-2.27,-3.32,34.11,-2.71,0.44,69.3,-0.1,-1.27,0.04,1376.5,9197447300.0,-10053672900.0,338098.0,0.25,0.2,-5056.0,1.0,-1500.0,-1.933,23095.0,52.09375,988332600.0,32.91,-2.8,0.53,68.9,-0.1,-2.71,253134.0,134749960.0,-2.27
20240603,0.77,2.64,34.85,2.17,-1.4,69.8,0.4,0.39,1.74,1381.6,405477100.0,299470200.0,418123.0,0.31,0.13,80025.0,1.0,0.0,0.0,6819.0,52.1875,-735192200.0,33.64,2.23,-1.46,69.3,0.4,2.17,258620.0,134749960.0,0.77
20240604,-1.15,-0.46,34.72,-0.38,-0.77,70.0,0.2,-0.36,-0.76,1377.6,1154645300.0,-2018879700.0,401423.0,0.3,0.43,-16700.0,1.0,-800.0,-1.035,8064.0,52.1875,610592800.0,33.51,-0.4,-0.75,69.5,0.2,-0.38,257631.0,134749960.0,-1.15
20240605,-0.65,0.21,34.77,0.16,-0.81,70.2,0.2,1.2,1.03,1373.1,5351167300.0,-5413650800.0,394843.0,0.29,0.45,-6580.0,1.0,-400.0,-0.521,16641.0,52.1875,61917000.0,33.57,0.18,-0.83,69.8,0.3,0.16,258041.0,134749960.0,-0.65
20240607,13.93,,36.79,5.79,8.14,68.0,-2.3,,,1371.5,16201971600.0,1382354000.0,368101.0,0.27,0.04,-26742.0,1.0,-700.0,-0.8,20207.0,52.25,-16890092700.0,35.59,,,67.5,,5.79,272994.0,134749960.0,
20240610,2.63,0.24,36.86,0.2,2.43,67.2,-0.8,0.01,-0.79,1366.9,-11442126600.0,-2751640400.0,333304.0,0.25,0.05,,1.0,-1500.0,-1.67,37410.0,52.40625,14225383700.0,35.66,0.21,2.42,66.7,-0.8,0.2,273543.0,134749960.0,2.63
20240611,-1.89,2.16,37.52,1.78,-3.67,68.4,1.2,0.11,0.15,1377.9,1892930400.0,3644984300.0,343873.0,0.26,0.06,10569.0,1.0,500.0,0.568,16001.0,52.34375,-5423513400.0,36.33,1.86,-3.75,68.0,1.3,1.78,278411.0,134749960.0,-1.89
20240612,1.93,1.18,37.89,1.01,0.92,68.1,-0.3,1.42,0.84,1377.4,-3716808700.0,5175136200.0,345598.0,0.26,0.22,1725.0,1.0,-200.0,-0.223,11713.0,52.34375,-1744121900.0,36.69,1.01,0.92,67.7,-0.3,1.01,281212.0,134749960.0,1.93
20240613,4.45,3.26,38.91,2.69,1.76,67.5,-0.5,1.38,0.98,1377.8,7373820100.0,5078947100.0,335248.0,0.25,0.09,-10350.0,1.0,0.0,0.0,19632.0,52.3125,-12366335500.0,37.72,2.78,1.67,67.1,-0.6,2.69,288774.0,134749960.0,4.45
20240614,-2.56,-0.45,38.76,-0.38,-2.18,68.2,0.7,-0.4,0.13,1371.0,34869200.0,-392429100.0,345959.0,0.26,0.89,10711.0,1.0,900.0,0.985,14614.0,52.375,203597700.0,37.57,-0.4,-2.16,67.9,0.8,-0.38,287669.0,134749960.0,-2.56
20240617,-0.77,0.9,39.05,0.74,-1.51,68.7,0.5,0.11,-0.52,1377.7,-1282280200.0,2429874900.0,346914.0,0.26,0.27,955.0,1.0,0.0,0.0,6520.0,52.375,-1200245400.0,37.86,0.78,-1.55,68.4,0.5,0.74,289797.0,134749960.0,-0.77
20240618,2.98,5.16,40.73,4.29,-1.31,69.1,0.4,1.4,0.72,1380.4,3569279100.0,717257400.0,350024.0,0.26,0.4,3110.0,1.0,400.0,0.428,8087.0,52.375,-3974753300.0,39.54,4.44,-1.46,68.8,0.4,4.29,302230.0,134749960.0,2.98
20240619,5.46,-0.43,40.56,-0.4,5.86,67.3,-1.8,-0.1,1.21,1380.5,1293845700.0,3260253000.0,306855.0,0.23,0.08,-43169.0,1.0,-1300.0,-1.32,16284.0,52.375,-4367117300.0,39.39,-0.37,5.83,67.0,-1.8,-0.4,301020.0,134749960.0,5.46
20240620,-0.51,1.71,41.15,1.44,-1.95,67.9,0.6,0.19,0.37,1380.8,-11162570500.0,5784557900.0,335446.0,0.25,0.14,28591.0,1.0,300.0,0.306,13300.0,52.40625,4801785300.0,39.98,1.49,-2.0,67.6,0.6,1.44,305354.0,134749960.0,-0.51
20240621,-0.51,-1.47,40.62,-1.27,0.76,67.7,-0.2,-1.12,-0.83,1383.8,5318831600.0,-1748761900.0,322455.0,0.24,0.03,-12991.0,1.0,-1200.0,-1.231,7153.0,52.3125,-3503091000.0,39.46,-1.28,0.77,67.4,-0.2,-1.27,301463.0,134749960.0,-0.51
20240624,-6.46,-4.7,38.99,-4.02,-2.44,68.5,0.8,-1.33,-0.7,1389.1,4769500100.0,-4732629700.0,314230.0,0.23,0.19,-8225.0,1.0,-500.0,-0.548,9514.0,52.34375,365392500.0,37.86,-4.08,-2.38,68.2,0.8,-4.02,289331.0,134749960.0,-6.46
20240625,4.82,0.9,39.28,0.74,4.08,67.2,-1.3,-0.98,0.35,1389.7,7394304600.0,-3317029200.0,310356.0,0.23,0.42,-3874.0,1.0,-1600.0,-1.674,9736.0,52.375,-3911160300.0,38.15,0.78,4.04,66.9,-1.3,0.74,291472.0,134749960.0,4.82
20240626,6.9,5.33,41.03,4.46,2.44,66.4,-0.8,1.56,0.64,1386.4,8758650500.0,352963500.0,311089.0,0.23,0.0,733.0,1.0,-600.0,-0.587,9578.0,52.4375,-8757181900.0,39.91,4.6,2.3,66.2,-0.7,4.46,304465.0,134749960.0,6.9
20240627,0.0,-0.21,40.95,-0.19,0.19,66.4,-0.1,-1.08,-0.29,1390.1,2193877200.0,-2174800800.0,314735.0,0.23,0.25,3646.0,1.0,-1200.0,-1.174,11586.0,52.5625,-154585400.0,39.83,-0.19,0.19,66.1,-0.1,-0.19,303891.0,134749960.0,0.0
20240628,-2.15,0.0,40.95,-0.01,-2.14,67.1,0.7,0.28,0.49,1389.2,-13037350100.0,8030010800.0,312368.0,0.23,0.41,-2367.0,1.0,-100.0,-0.1,12086.0,52.5625,4585142900.0,39.83,0.0,-2.15,66.8,0.7,-0.01,303865.0,134749960.0,-2.15
20240701,0.5,-0.42,41.02,-0.35,0.85,67.0,-0.1,0.37,0.23,1382.4,-1845293900.0,2814236600.0,386267.0,0.29,0.13,73899.0,1.0,500.0,0.498,9267.0,52.46875,-960753500.0,39.68,-0.37,0.87,66.5,-0.3,0.18,304417.0,134749960.0,0.5
20240702,-4.98,-1.49,40.49,-1.28,-3.7,68.2,1.2,-1.19,-0.84,1380.8,88440000.0,-1912677900.0,374813.0,0.28,0.35,-11454.0,1.0,500.0,0.524,9500.0,52.46875,1459958200.0,39.17,-1.29,-3.69,67.8,1.3,-1.28,300513.0,134749960.0,-4.98
20240703,1.05,1.72,41.07,1.43,-0.38,68.3,0.1,-0.51,0.47,1387.4,-1513694400.0,-1163471600.0,352156.0,0.26,0.3,-22657.0,1.0,400.0,0.415,13042.0,52.5,2242459900.0,39.75,1.49,-0.44,67.9,0.1,1.43,304818.0,134749960.0,1.05
20240704,0.83,-2.54,40.22,-2.08,2.91,67.4,-0.9,0.11,1.11,1389.4,6241831100.0,-4510099500.0,354303.0,0.26,0.21,2147.0,1.0,-700.0,-0.719,13363.0,52.46875,-1726562100.0,38.88,-2.2,3.03,66.9,-1.0,-2.08,298472.0,134749960.0,0.83
20240705,7.09,2.61,41.11,2.22,4.87,65.8,-1.6,0.97,1.32,1381.9,872483300.0,10703652800.0,339876.0,0.25,0.21,-14427.0,1.0,700.0,0.672,19012.0,52.5,-10528323600.0,39.75,2.25,4.84,65.4,-1.5,2.22,305099.0,134749960.0,7.09
20240708,-1.15,-1.06,40.74,-0.89,-0.26,65.9,0.1,-0.33,-0.16,1379.0,706782100.0,-1595350200.0,358057.0,0.27,1.01,18181.0,1.0,-400.0,-0.388,7461.0,52.53125,908734600.0,39.39,-0.92,-0.23,65.5,0.1,-0.89,302371.0,134749960.0,-1.15
20240709,0.19,2.14,41.48,1.81,-1.62,66.5,0.5,1.21,0.34,1379.4,-3666627400.0,4021339000.0,354737.0,0.26,0.66,-3320.0,1.0,-103000.0,-99.806,17070.0,52.53125,-391583300.0,40.12,1.86,-1.67,66.0,0.5,1.81,307852.0,134749960.0,0.19
20240710,-0.19,0.21,41.56,0.19,-0.38,66.6,0.1,-0.29,0.02,1383.4,350598700.0,110027600.0,359310.0,0.27,0.32,4573.0,1.0,-300.0,-0.291,7763.0,52.4375,-528510700.0,40.2,0.19,-0.38,66.2,0.2,0.19,308449.0,134749960.0,-0.19
20240711,3.59,0.84,41.84,0.67,2.92,65.6,-1.0,0.27,0.81,1385.6,-2157089000.0,5929081000.0,360403.0,0.27,1.04,1093.0,1.0,-400.0,-0.375,4863.0,52.5,-3801097400.0,40.49,0.73,2.86,65.2,-1.0,0.67,310515.0,134749960.0,3.59
20240712,-1.31,-3.32,40.67,-2.81,1.5,65.1,-0.5,-0.84,-1.19,1380.1,-255151500.0,690219300.0,361207.0,0.27,1.01,804.0,1.0,100.0,0.095,9199.0,52.5,-394761200.0,39.32,-2.89,1.58,64.6,-0.6,-2.81,301787.0,134749960.0,-1.31
20240715,0.19,-1.29,40.24,-1.05,1.24,64.7,-0.4,0.13,0.14,1376.3,2056526300.0,-2262887800.0,362434.0,0.27,0.21,1227.0,1.0,-400.0,-0.379,10590.0,52.5,274164900.0,38.88,-1.11,1.3,64.2,-0.4,-1.05,298609.0,134749960.0,0.19
20240716,0.0,1.3,40.67,1.08,-1.08,65.0,0.4,1.36,0.18,1381.9,-2244019700.0,1307764900.0,340581.0,0.25,0.17,-21853.0,1.0,-1700.0,-1.611,9653.0,52.5,966769700.0,39.32,1.13,-1.13,64.6,0.4,1.08,301821.0,134749960.0,0.0
20240717,-7.96,-5.36,38.83,-4.52,-3.44,66.3,1.3,-2.63,-0.8,1386.0,5501194200.0,-13867287000.0,323085.0,0.24,0.54,-17496.0,1.0,-1000.0,-1.03,14954.0,52.5,8058652400.0,37.49,-4.65,-3.31,65.8,1.2,-4.52,288175.0,134749960.0,-7.96
