date,skhynix_shares,skhynix_price,skhynix_value,skhynix_conf,dreamus_shares,dreamus_price,dreamus_value,dreamus_conf,incross_shares,incross_price,incross_value,incross_conf,nanoentek_shares,nanoentek_price,nanoentek_value,nanoentek_conf,krafton_shares,krafton_price,krafton_value,krafton_conf,nexus_shares,nexus_price,nexus_value,nexus_conf,ionq_shares,ionq_price_usd,usdkrw,ionq_value,ionq_conf,total_listed_value,total_listed_value_trillion
20211130,146100000,114000.0,16655400000000.0,confirmed,29246387,26250.0,767717658750.0,confirmed,4631251,29083.0,134690672833.0,confirmed,7600649,7180.0,54572659820.0,confirmed,0,503000.0,0.0,none,0,7400.0,0.0,none,0,24.079999923706055,1190.739990234375,0.0,none,17612380991403.0,17.6124
20211201,146100000,116500.0,17020650000000.0,confirmed,29246387,29250.0,855456819750.0,confirmed,4631251,28895.0,133819997645.0,confirmed,7600649,7200.0,54724672800.0,confirmed,0,489000.0,0.0,none,0,6730.0,0.0,none,0,23.81999969482422,1182.8599853515625,0.0,none,18064651490195.0,18.0647
20211202,146100000,120000.0,17532000000000.0,confirmed,29246387,29600.0,865693055200.0,confirmed,4631251,29366.0,136001316866.0,confirmed,7600649,7590.0,57688925910.0,confirmed,0,502000.0,0.0,none,0,6160.0,0.0,none,0,20.75,1177.1099853515625,0.0,none,18591383297976.0,18.5914
20211203,146100000,118000.0,17239800000000.0,confirmed,29246387,31450.0,919798871150.0,confirmed,4631251,29429.0,136293085679.0,confirmed,7600649,7560.0,57460906440.0,confirmed,0,500000.0,0.0,none,0,8000.0,0.0,none,0,21.450000762939453,1176.77001953125,0.0,none,18353352863269.0,18.3534
20211206,146100000,118500.0,17312850000000.0,confirmed,29246387,28450.0,832059710150.0,confirmed,4631251,29397.0,136144885647.0,confirmed,7600649,7470.0,56776848030.0,confirmed,0,472500.0,0.0,none,0,8730.0,0.0,none,0,18.780000686645508,1183.1400146484375,0.0,none,18337831443827.0,18.3378
20211207,146100000,121500.0,17751150000000.0,confirmed,29246387,27400.0,801351003800.0,confirmed,4631251,29586.0,137020192086.0,confirmed,7600649,7670.0,58296977830.0,confirmed,0,465000.0,0.0,none,0,8010.0,0.0,none,0,18.790000915527344,1180.56005859375,0.0,none,18747818173716.0,18.7478
20211208,146100000,120000.0,17532000000000.0,confirmed,29246387,27900.0,815974197300.0,confirmed,4631251,30214.0,139928617714.0,confirmed,7600649,8140.0,61869282860.0,confirmed,0,464500.0,0.0,none,0,7700.0,0.0,none,0,21.530000686645508,1176.8399658203125,0.0,none,18549772097874.0,18.5498
20211209,146100000,123500.0,18043350000000.0,confirmed,29246387,28950.0,846682903650.0,confirmed,4631251,30025.0,139053311275.0,confirmed,7600649,7910.0,60121133590.0,confirmed,0,479000.0,0.0,none,0,7760.0,0.0,none,0,20.969999313354492,1172.56005859375,0.0,none,19089207348515.0,19.0892
20211210,146100000,120500.0,17605050000000.0,confirmed,29246387,29450.0,861306097150.0,confirmed,4631251,30025.0,139053311275.0,confirmed,7600649,7780.0,59133049220.0,confirmed,0,489500.0,0.0,none,0,7470.0,0.0,none,0,18.610000610351562,1177.3299560546875,0.0,none,18664542457645.0,18.6645
20211213,146100000,121500.0,17751150000000.0,confirmed,29246387,28750.0,840833626250.0,confirmed,4631251,31031.0,143712349781.0,confirmed,7600649,7780.0,59133049220.0,confirmed,0,489500.0,0.0,none,0,6720.0,0.0,none,0,18.56999969482422,1178.969970703125,0.0,none,18794829025251.0,18.7948
20211214,146100000,121000.0,17678100000000.0,confirmed,29246387,28250.0,826210432750.0,confirmed,4631251,30779.0,142545274529.0,confirmed,7600649,7680.0,58372984320.0,confirmed,0,493000.0,0.0,none,0,6520.0,0.0,none,0,16.670000076293945,1185.0999755859375,0.0,none,18705228691599.0,18.7052
20211215,146100000,123500.0,18043350000000.0,confirmed,29246387,28400.0,830597390800.0,confirmed,4631251,30685.0,142109936935.0,confirmed,7600649,7860.0,59741101140.0,confirmed,0,485000.0,0.0,none,0,6630.0,0.0,none,0,16.100000381469727,1184.22998046875,0.0,none,19075798428875.0,19.0758
20211216,146100000,124000.0,18116400000000.0,confirmed,29246387,27750.0,811587239250.0,confirmed,4631251,30465.0,141091061715.0,confirmed,7600649,7940.0,60349153060.0,confirmed,0,484000.0,0.0,none,0,6420.0,0.0,none,0,17.84000015258789,1184.4000244140625,0.0,none,19129427454025.0,19.1294
20211217,146100000,122000.0,17824200000000.0,confirmed,29246387,29950.0,875929290650.0,confirmed,4631251,30183.0,139785048933.0,confirmed,7600649,7840.0,59589088160.0,confirmed,0,494500.0,0.0,none,0,6370.0,0.0,none,0,16.059999465942383,1186.1500244140625,0.0,none,18899503427743.0,18.8995
20211220,146100000,120500.0,17605050000000.0,confirmed,29246387,29000.0,848145223000.0,confirmed,4631251,31973.0,148074988223.0,confirmed,7600649,7620.0,57916945380.0,confirmed,0,471000.0,0.0,none,0,6050.0,0.0,none,0,16.770000457763672,1186.3900146484375,0.0,none,18659187156603.0,18.6592
20211221,146100000,124500.0,18189450000000.0,confirmed,29246387,30500.0,892014803500.0,confirmed,4631251,31596.0,146329006596.0,confirmed,7600649,7610.0,57840938890.0,confirmed,0,466500.0,0.0,none,0,6140.0,0.0,none,0,15.279999732971191,1190.1199951171875,0.0,none,19285634748986.0,19.2856
20211222,146100000,127000.0,18554700000000.0,confirmed,29246387,30300.0,886165526100.0,confirmed,4631251,31407.0,145453700157.0,confirmed,7600649,7460.0,56700841540.0,confirmed,0,470500.0,0.0,none,0,6480.0,0.0,none,0,16.18000030517578,1191.27001953125,0.0,none,19643020067797.0,19.643
20211223,146100000,127500.0,18627750000000.0,confirmed,29246387,30700.0,897864080900.0,confirmed,4631251,31313.0,145018362563.0,confirmed,7600649,7380.0,56092789620.0,confirmed,0,464000.0,0.0,none,0,6300.0,0.0,none,0,16.81999969482422,1187.77001953125,0.0,none,19726725233083.0,19.7267
20211224,146100000,128000.0,18700800000000.0,confirmed,29246387,30200.0,883240887400.0,confirmed,4631251,31345.0,145166562595.0,confirmed,7600649,7430.0,56472822070.0,confirmed,0,463000.0,0.0,none,0,6410.0,0.0,none,0,17.860000610351562,1185.5,0.0,none,19785680272065.0,19.7857
20211227,146100000,126000.0,18408600000000.0,confirmed,29246387,28450.0,832059710150.0,confirmed,4631251,30999.0,143564149749.0,confirmed,7600649,7280.0,55332724720.0,confirmed,0,450500.0,0.0,none,0,6260.0,0.0,none,0,17.860000610351562,1185.9200439453125,0.0,none,19439556584619.0,19.4396
20211228,146100000,127500.0,18627750000000.0,confirmed,29246387,28350.0,829135071450.0,confirmed,4631251,30873.0,142980612123.0,confirmed,7600649,7260.0,55180711740.0,confirmed,0,462000.0,0.0,none,0,6060.0,0.0,none,0,18.299999237060547,1185.6500244140625,0.0,none,19655046395313.0,19.655
20211229,146100000,127000.0,18554700000000.0,confirmed,29246387,28750.0,840833626250.0,confirmed,4631251,31533.0,146037237783.0,confirmed,7600649,7440.0,56548828560.0,confirmed,0,467000.0,0.0,none,0,6170.0,0.0,none,0,17.06999969482422,1187.8499755859375,0.0,none,19598119692593.0,19.5981
20211230,146100000,131000.0,19139100000000.0,confirmed,29246387,29400.0,859843777800.0,confirmed,4631251,33229.0,153891839479.0,confirmed,7600649,7450.0,56624835050.0,confirmed,0,460000.0,0.0,none,0,6210.0,0.0,none,0,17.700000762939453,1183.6700439453125,0.0,none,20209460452329.0,20.2095
20220103,146100000,128500.0,18773850000000.0,confirmed,29246387,30100.0,880316248700.0,confirmed,4631251,32412.0,150108107412.0,confirmed,7600649,7470.0,56776848030.0,confirmed,0,460000.0,0.0,none,0,6510.0,0.0,none,0,16.700000762939453,1187.780029296875,0.0,none,19861051204142.0,19.8611
20220104,146100000,128500.0,18773850000000.0,confirmed,29246387,30600.0,894939442200.0,confirmed,4631251,32475.0,150399876225.0,confirmed,7600649,7450.0,56624835050.0,confirmed,0,444000.0,0.0,none,0,6420.0,0.0,none,0,17.469999313354492,1194.6800537109375,0.0,none,19875814153475.0,19.8758
20220105,146100000,125500.0,18335550000000.0,confirmed,29246387,30900.0,903713358300.0,confirmed,4631251,32664.0,151275182664.0,confirmed,7600649,7490.0,56928861010.0,confirmed,0,417000.0,0.0,none,0,6140.0,0.0,none,0,16.440000534057617,1196.5,0.0,none,19447467401974.0,19.4475
20220106,146100000,125000.0,18262500000000.0,confirmed,29246387,29400.0,859843777800.0,confirmed,4631251,31596.0,146329006596.0,confirmed,7600649,7290.0,55408731210.0,confirmed,0,402000.0,0.0,none,0,5880.0,0.0,none,0,15.380000114440918,1199.25,0.0,none,19324081515606.0,19.3241
20220107,146100000,127000.0,18554700000000.0,confirmed,29246387,30150.0,881778568050.0,confirmed,4631251,32601.0,150983413851.0,confirmed,7600649,7340.0,55788763660.0,confirmed,0,394500.0,0.0,none,0,5940.0,0.0,none,0,14.84000015258789,1205.780029296875,0.0,none,19643250745561.0,19.6433
20220110,146100000,124500.0,18189450000000.0,confirmed,29246387,28550.0,834984348850.0,confirmed,4631251,32098.0,148653894598.0,confirmed,7600649,7310.0,55560744190.0,confirmed,0,381500.0,0.0,none,0,5650.0,0.0,none,0,14.369999885559082,1196.8800048828125,0.0,none,19228648987638.0,19.2286
20220111,146100000,128000.0,18700800000000.0,confirmed,29246387,28400.0,830597390800.0,confirmed,4631251,32287.0,149529201037.0,confirmed,7600649,7220.0,54876685780.0,confirmed,0,365000.0,0.0,none,0,5200.0,0.0,none,0,13.710000038146973,1198.0899658203125,0.0,none,19735803277617.0,19.7358
20220112,146100000,128500.0,18773850000000.0,confirmed,29246387,28600.0,836446668200.0,confirmed,4631251,32350.0,149820969850.0,confirmed,7600649,7360.0,55940776640.0,confirmed,0,367500.0,0.0,none,0,5340.0,0.0,none,0,14.6899995803833,1189.4300537109375,0.0,none,19816058414690.0,19.8161
20220113,146100000,129500.0,18919950000000.0,confirmed,29246387,28350.0,829135071450.0,confirmed,4631251,31093.0,143999487343.0,confirmed,7600649,7400.0,56244802600.0,confirmed,0,346500.0,0.0,none,0,5120.0,0.0,none,0,14.09000015258789,1185.8800048828125,0.0,none,19949329361393.0,19.9493
20220114,146100000,128500.0,18773850000000.0,confirmed,29246387,28950.0,846682903650.0,confirmed,4631251,31156.0,144291256156.0,confirmed,7600649,7400.0,56244802600.0,confirmed,0,343500.0,0.0,none,0,5070.0,0.0,none,0,12.979999542236328,1186.6099853515625,0.0,none,19821068962406.0,19.8211
20220117,146100000,127000.0,18554700000000.0,confirmed,29246387,26550.0,776491574850.0,confirmed,4631251,30654.0,141966368154.0,confirmed,7600649,7290.0,55408731210.0,confirmed,0,341000.0,0.0,none,0,4780.0,0.0,none,0,12.930000305175781,1188.9599609375,0.0,none,19528566674214.0,19.5286
20220118,146100000,126500.0,18481650000000.0,confirmed,29246387,26000.0,760406062000.0,confirmed,4631251,30434.0,140947492934.0,confirmed,7600649,7050.0,53584575450.0,confirmed,0,340500.0,0.0,none,0,4685.0,0.0,none,0,12.930000305175781,1190.06005859375,0.0,none,19436588130384.0,19.4366
20220119,146100000,127000.0,18554700000000.0,confirmed,29246387,25300.0,739933591100.0,confirmed,4631251,29900.0,138474404900.0,confirmed,7600649,6810.0,51760419690.0,confirmed,0,324500.0,0.0,none,0,4690.0,0.0,none,0,12.199999809265137,1192.97998046875,0.0,none,19484868415690.0,19.4849
20220120,146100000,125000.0,18262500000000.0,confirmed,29246387,25400.0,742858229800.0,confirmed,4631251,30057.0,139201511307.0,confirmed,7600649,6970.0,52976523530.0,confirmed,0,325000.0,0.0,none,0,4895.0,0.0,none,0,11.789999961853027,1188.1600341796875,0.0,none,19197536264637.0,19.1975
20220121,146100000,119000.0,17385900000000.0,confirmed,29246387,24825.0,726041557275.0,confirmed,4631251,29900.0,138474404900.0,confirmed,7600649,6860.0,52140452140.0,confirmed,0,310000.0,0.0,none,0,4815.0,0.0,none,0,11.720000267028809,1192.4300537109375,0.0,none,18302556414315.0,18.3026
20220124,146100000,119000.0,17385900000000.0,confirmed,29246387,23750.0,694601691250.0,confirmed,4631251,29020.0,134398904020.0,confirmed,7600649,6850.0,52064445650.0,confirmed,0,302000.0,0.0,none,0,4455.0,0.0,none,0,10.880000114440918,1191.5,0.0,none,18266965040920.0,18.267
20220125,146100000,118000.0,17239800000000.0,confirmed,29246387,22600.0,660968346200.0,confirmed,4631251,28832.0,133528228832.0,confirmed,7600649,7450.0,56624835050.0,confirmed,0,291000.0,0.0,none,0,4170.0,0.0,none,0,10.890000343322754,1195.6600341796875,0.0,none,18090921410082.0,18.0909
20220126,146100000,117500.0,17166750000000.0,confirmed,29246387,22725.0,664624144575.0,confirmed,4631251,27858.0,129017390358.0,confirmed,7600649,8010.0,60881198490.0,confirmed,0,276500.0,0.0,none,0,4210.0,0.0,none,0,10.4399995803833,1196.0999755859375,0.0,none,18021272733423.0,18.0213
20220127,146100000,113500.0,16582350000000.0,confirmed,29246387,22025.0,644151673675.0,confirmed,4631251,26633.0,123344107883.0,confirmed,7600649,7430.0,56472822070.0,confirmed,0,264000.0,0.0,none,0,3940.0,0.0,none,0,10.710000038146973,1200.6300048828125,0.0,none,17406318603628.0,17.4063
20220128,146100000,120500.0,17605050000000.0,confirmed,29246387,23125.0,676322699375.0,confirmed,4631251,27764.0,128582052764.0,confirmed,7600649,8200.0,62325321800.0,confirmed,0,274500.0,0.0,none,0,3910.0,0.0,none,0,9.510000228881836,1203.4599609375,0.0,none,18472280073939.0,18.4723
20220203,146100000,124000.0,18116400000000.0,confirmed,29246387,23450.0,685827775150.0,confirmed,4631251,28172.0,130471603172.0,confirmed,7600649,8630.0,65593600870.0,confirmed,0,275500.0,0.0,none,0,4055.0,0.0,none,0,11.489999771118164,1199.9599609375,0.0,none,18998292979192.0,18.9983
20220204,146100000,124500.0,18189450000000.0,confirmed,29246387,23450.0,685827775150.0,confirmed,4631251,28298.0,131055140798.0,confirmed,7600649,8050.0,61185224450.0,confirmed,0,288500.0,0.0,none,0,4220.0,0.0,none,0,11.390000343322754,1200.3299560546875,0.0,none,19067518140398.0,19.0675
20220207,146100000,123000.0,17970300000000.0,confirmed,29246387,23250.0,679978497750.0,confirmed,4631251,28958.0,134111766458.0,confirmed,7600649,8200.0,62325321800.0,confirmed,0,305000.0,0.0,none,0,4315.0,0.0,none,0,12.899999618530273,1197.0899658203125,0.0,none,18846715586008.0,18.8467
20220208,146100000,125000.0,18262500000000.0,confirmed,29246387,23450.0,685827775150.0,confirmed,4631251,28172.0,130471603172.0,confirmed,7600649,7710.0,58601003790.0,confirmed,0,299500.0,0.0,none,0,4430.0,0.0,none,0,13.1899995803833,1196.8499755859375,0.0,none,19137400382112.0,19.1374
20220209,146100000,126000.0,18408600000000.0,confirmed,29246387,23900.0,698988649300.0,confirmed,4631251,27858.0,129017390358.0,confirmed,7600649,7810.0,59361068690.0,confirmed,0,297000.0,0.0,none,0,4325.0,0.0,none,0,12.960000038146973,1196.3599853515625,0.0,none,19295967108348.0,19.296
20220210,146100000,129500.0,18919950000000.0,confirmed,29246387,23575.0,689483573525.0,confirmed,4631251,27513.0,127419608763.0,confirmed,7600649,7580.0,57612919420.0,confirmed,0,297000.0,0.0,none,0,4140.0,0.0,none,0,14.270000457763672,1194.030029296875,0.0,none,19794466101708.0,19.7945
20220211,146100000,132000.0,19285200000000.0,confirmed,29246387,22775.0,666086463925.0,confirmed,4631251,27356.0,126692502356.0,confirmed,7600649,7170.0,54496653330.0,confirmed,0,259000.0,0.0,none,0,4050.0,0.0,none,0,14.760000228881836,1199.3499755859375,0.0,none,20132475619611.0,20.1325
20220214,146100000,132500.0,19358250000000.0,confirmed,29246387,22000.0,643420514000.0,confirmed,4631251,26791.0,124075845541.0,confirmed,7600649,6910.0,52520484590.0,confirmed,0,267500.0,0.0,none,0,3825.0,0.0,none,0,16.81999969482422,1199.239990234375,0.0,none,20178266844131.0,20.1783
20220215,146100000,127000.0,18554700000000.0,confirmed,29246387,21325.0,623679202775.0,confirmed,4631251,26696.0,123635876696.0,confirmed,7600649,6460.0,49100192540.0,confirmed,0,281000.0,0.0,none,0,3755.0,0.0,none,0,16.540000915527344,1197.3599853515625,0.0,none,19351115272011.0,19.3511
20220216,146100000,130500.0,19066050000000.0,confirmed,29246387,22325.0,652925589775.0,confirmed,4631251,27010.0,125090089510.0,confirmed,7600649,6940.0,52748504060.0,confirmed,0,277500.0,0.0,none,0,3905.0,0.0,none,0,16.579999923706055,1196.8299560546875,0.0,none,19896814183345.0,19.8968
20220217,146100000,133000.0,19431300000000.0,confirmed,29246387,22250.0,650732110750.0,confirmed,4631251,26885.0,124511183135.0,confirmed,7600649,6900.0,52444478100.0,confirmed,0,273000.0,0.0,none,0,3885.0,0.0,none,0,15.819999694824219,1196.75,0.0,none,20258987771985.0,20.259
20220218,146100000,131500.0,19212150000000.0,confirmed,29246387,22675.0,663161825225.0,confirmed,4631251,26853.0,124362983103.0,confirmed,7600649,7130.0,54192627370.0,confirmed,0,274000.0,0.0,none,0,3900.0,0.0,none,0,15.479999542236328,1198.6600341796875,0.0,none,20053867435698.0,20.0539
20220221,146100000,130000.0,18993000000000.0,confirmed,29246387,22725.0,664624144575.0,confirmed,4631251,27167.0,125817195917.0,confirmed,7600649,7020.0,53356555980.0,confirmed,0,273500.0,0.0,none,0,3880.0,0.0,none,0,14.680000305175781,1195.0699462890625,0.0,none,19836797896472.0,19.8368
20220222,146100000,128500.0,18773850000000.0,confirmed,29246387,21950.0,641958194650.0,confirmed,4631251,26508.0,122765201508.0,confirmed,7600649,6720.0,51076361280.0,confirmed,0,273500.0,0.0,none,0,3725.0,0.0,none,0,14.680000305175781,1194.6800537109375,0.0,none,19589649757438.0,19.5896
20220223,146100000,128500.0,18773850000000.0,confirmed,29246387,21825.0,638302396275.0,confirmed,4631251,26602.0,123200539102.0,confirmed,7600649,6730.0,51152367770.0,confirmed,0,286000.0,0.0,none,0,3650.0,0.0,none,0,14.529999732971191,1192.6800537109375,0.0,none,19586505303147.0,19.5865
20220224,146100000,122500.0,17897250000000.0,confirmed,29246387,21100.0,617098765700.0,confirmed,4631251,26414.0,122329863914.0,confirmed,7600649,6310.0,47960095190.0,confirmed,0,285500.0,0.0,none,0,3470.0,0.0,none,0,13.720000267028809,1192.4000244140625,0.0,none,18684638724804.0,18.6846
20220225,146100000,123000.0,17970300000000.0,confirmed,29246387,21450.0,627335001150.0,confirmed,4631251,26822.0,124219414322.0,confirmed,7600649,6340.0,48188114660.0,confirmed,0,284000.0,0.0,none,0,3635.0,0.0,none,0,15.600000381469727,1206.0,0.0,none,18770042530132.0,18.77
20220228,146100000,123500.0,18043350000000.0,confirmed,29246387,21500.0,628797320500.0,confirmed,4631251,26602.0,123200539102.0,confirmed,7600649,6360.0,48340127640.0,confirmed,0,295000.0,0.0,none,0,3680.0,0.0,none,0,15.100000381469727,1197.5899658203125,0.0,none,18843687987242.0,18.8437
20220302,146100000,125000.0,18262500000000.0,confirmed,29246387,21850.0,639033555950.0,confirmed,4631251,26822.0,124219414322.0,confirmed,7600649,6470.0,49176199030.0,confirmed,0,298000.0,0.0,none,0,3620.0,0.0,none,0,14.5,1205.3699951171875,0.0,none,19074929169302.0,19.0749
20220303,146100000,129000.0,18846900000000.0,confirmed,29246387,22125.0,647076312375.0,confirmed,4631251,26979.0,124946520729.0,confirmed,7600649,6640.0,50468309360.0,confirmed,0,298500.0,0.0,none,0,3760.0,0.0,none,0,14.65999984741211,1203.1500244140625,0.0,none,19669391142464.0,19.6694
20220304,146100000,124500.0,18189450000000.0,confirmed,29246387,22250.0,650732110750.0,confirmed,4631251,26916.0,124654751916.0,confirmed,7600649,6570.0,49936263930.0,confirmed,0,282500.0,0.0,none,0,3780.0,0.0,none,0,13.279999732971191,1205.989990234375,0.0,none,19014773126596.0,19.0148
20220307,146100000,119500.0,17458950000000.0,confirmed,29246387,21400.0,625872681800.0,confirmed,4631251,26445.0,122473432695.0,confirmed,7600649,6320.0,48036101680.0,confirmed,0,271000.0,0.0,none,0,3540.0,0.0,none,0,12.390000343322754,1216.7099609375,0.0,none,18255332216175.0,18.2553
20220308,146100000,118000.0,17239800000000.0,confirmed,29246387,21400.0,625872681800.0,confirmed,4631251,26288.0,121746326288.0,confirmed,7600649,6260.0,47580062740.0,confirmed,0,273500.0,0.0,none,0,3480.0,0.0,none,0,11.890000343322754,1232.300048828125,0.0,none,18034999070828.0,18.035
20220310,146100000,120000.0,17532000000000.0,confirmed,29246387,21775.0,636840076925.0,confirmed,4631251,26319.0,121889895069.0,confirmed,7600649,6430.0,48872173070.0,confirmed,0,295000.0,0.0,none,0,3625.0,0.0,none,0,12.5,1223.22998046875,0.0,none,18339602145064.0,18.3396
20220311,146100000,117000.0,17093700000000.0,confirmed,29246387,21900.0,640495875300.0,confirmed,4631251,26696.0,123635876696.0,confirmed,7600649,6450.0,49024186050.0,confirmed,0,285000.0,0.0,none,0,3690.0,0.0,none,0,12.75,1228.5999755859375,0.0,none,17906855938046.0,17.9069
20220314,146100000,116000.0,16947600000000.0,confirmed,29246387,21475.0,628066160825.0,confirmed,4631251,26508.0,122765201508.0,confirmed,7600649,6290.0,47808082210.0,confirmed,0,281000.0,0.0,none,0,3515.0,0.0,none,0,12.329999923706055,1236.8900146484375,0.0,none,17746239444543.0,17.7462
20220315,146100000,112500.0,16436250000000.0,confirmed,29246387,21400.0,625872681800.0,confirmed,4631251,26382.0,122181663882.0,confirmed,7600649,6350.0,48264121150.0,confirmed,0,277500.0,0.0,none,0,3595.0,0.0,none,0,11.40999984741211,1242.050048828125,0.0,none,17232568466832.0,17.2326
20220316,146100000,116500.0,17020650000000.0,confirmed,29246387,22625.0,661699505875.0,confirmed,4631251,26696.0,123635876696.0,confirmed,7600649,6610.0,50240289890.0,confirmed,0,281500.0,0.0,none,0,3585.0,0.0,none,0,12.489999771118164,1241.6800537109375,0.0,none,17856225672461.0,17.8562
20220317,146100000,124000.0,18116400000000.0,confirmed,29246387,22600.0,660968346200.0,confirmed,4631251,27073.0,125381858323.0,confirmed,7600649,6760.0,51380387240.0,confirmed,0,284000.0,0.0,none,0,3790.0,0.0,none,0,13.069999694824219,1223.0,0.0,none,18954130591763.0,18.9541
20220318,146100000,124000.0,18116400000000.0,confirmed,29246387,23250.0,679978497750.0,confirmed,4631251,26759.0,123927645509.0,confirmed,7600649,6750.0,51304380750.0,confirmed,0,286000.0,0.0,none,0,3850.0,0.0,none,0,13.829999923706055,1210.3299560546875,0.0,none,18971610524009.0,18.9716
20220321,146100000,122000.0,17824200000000.0,confirmed,29246387,23900.0,698988649300.0,confirmed,4631251,26759.0,123927645509.0,confirmed,7600649,6640.0,50468309360.0,confirmed,0,276000.0,0.0,none,0,3835.0,0.0,none,0,14.359999656677246,1210.3699951171875,0.0,none,18697584604169.0,18.6976
20220322,146100000,123500.0,18043350000000.0,confirmed,29246387,23550.0,688752413850.0,confirmed,4631251,27010.0,125090089510.0,confirmed,7600649,8470.0,64377497030.0,confirmed,0,279000.0,0.0,none,0,3835.0,0.0,none,0,14.640000343322754,1219.780029296875,0.0,none,18921570000390.0,18.9216
20220323,146100000,123500.0,18043350000000.0,confirmed,29246387,23175.0,677785018725.0,confirmed,4631251,26728.0,123784076728.0,confirmed,7600649,7610.0,57840938890.0,confirmed,0,283000.0,0.0,none,0,3995.0,0.0,none,0,14.8100004196167,1214.949951171875,0.0,none,18902760034343.0,18.9028
20220324,146100000,120500.0,17605050000000.0,confirmed,29246387,23350.0,682903136450.0,confirmed,4631251,26508.0,122765201508.0,confirmed,7600649,7490.0,56928861010.0,confirmed,0,280500.0,0.0,none,0,4015.0,0.0,none,0,14.199999809265137,1218.010009765625,0.0,none,18467647198968.0,18.4676
20220325,146100000,118000.0,17239800000000.0,confirmed,29246387,23900.0,698988649300.0,confirmed,4631251,26382.0,122181663882.0,confirmed,7600649,7390.0,56168796110.0,confirmed,0,278500.0,0.0,none,0,4040.0,0.0,none,0,13.949999809265137,1217.550048828125,0.0,none,18117139109292.0,18.1171
20220328,146100000,118000.0,17239800000000.0,confirmed,29246387,24150.0,706300246050.0,confirmed,4631251,26885.0,124511183135.0,confirmed,7600649,7320.0,55636750680.0,confirmed,0,271500.0,0.0,none,0,4035.0,0.0,none,0,13.180000305175781,1223.6600341796875,0.0,none,18126248179865.0,18.1262
20220329,146100000,120000.0,17532000000000.0,confirmed,29246387,23825.0,696795170275.0,confirmed,4631251,27042.0,125238289542.0,confirmed,7600649,7470.0,56776848030.0,confirmed,0,273000.0,0.0,none,0,4030.0,0.0,none,0,13.140000343322754,1209.1300048828125,0.0,none,18410810307847.0,18.4108
20220330,146100000,121000.0,17678100000000.0,confirmed,29246387,23825.0,696795170275.0,confirmed,4631251,27230.0,126108964730.0,confirmed,7600649,7170.0,54496653330.0,confirmed,0,272500.0,0.0,none,0,4250.0,0.0,none,0,12.390000343322754,1210.43994140625,0.0,none,18555500788335.0,18.5555
20220331,146100000,118000.0,17239800000000.0,confirmed,29246387,23975.0,701182128325.0,confirmed,4631251,27356.0,126692502356.0,confirmed,7600649,7200.0,54724672800.0,confirmed,0,275500.0,0.0,none,0,4165.0,0.0,none,0,12.369999885559082,1214.5,0.0,none,18122399303481.0,18.1224
20220401,146100000,116000.0,16947600000000.0,confirmed,29246387,24000.0,701913288000.0,confirmed,4631251,27890.0,129165590390.0,confirmed,7600649,7070.0,53736588430.0,confirmed,0,278000.0,0.0,none,0,4160.0,0.0,none,0,12.760000228881836,1214.5,0.0,none,17832415466820.0,17.8324
20220404,146100000,117000.0,17093700000000.0,confirmed,29246387,24475.0,715805321825.0,confirmed,4631251,27105.0,125530058355.0,confirmed,7600649,7100.0,53964607900.0,confirmed,0,298500.0,0.0,none,0,4180.0,0.0,none,0,13.0,1213.9000244140625,0.0,none,17988999988080.0,17.989
20220405,146100000,116500.0,17020650000000.0,confirmed,29246387,25050.0,732621994350.0,confirmed,4631251,26257.0,121602757507.0,confirmed,7600649,7150.0,54344640350.0,confirmed,0,293500.0,0.0,none,0,4355.0,0.0,none,0,13.579999923706055,1218.75,0.0,none,17929219392207.0,17.9292
20220406,146100000,113000.0,16509300000000.0,confirmed,29246387,24600.0,719461120200.0,confirmed,4631251,25566.0,118402563066.0,confirmed,7600649,7120.0,54116620880.0,confirmed,0,287000.0,0.0,none,0,4640.0,0.0,none,0,12.529999732971191,1217.5999755859375,0.0,none,17401280304146.0,17.4013
20220407,146100000,113500.0,16582350000000.0,confirmed,29246387,23775.0,695332850925.0,confirmed,4631251,24372.0,112872849372.0,confirmed,7600649,6920.0,52596491080.0,confirmed,0,284000.0,0.0,none,0,4510.0,0.0,none,0,12.300000190734863,1222.6600341796875,0.0,none,17443152191377.0,17.4432
20220408,146100000,112000.0,16363200000000.0,confirmed,29246387,24125.0,705569086375.0,confirmed,4631251,24058.0,111418636558.0,confirmed,7600649,6840.0,51988439160.0,confirmed,0,280000.0,0.0,none,0,4850.0,0.0,none,0,12.4399995803833,1222.6600341796875,0.0,none,17232176162093.0,17.2322
20220411,146100000,111500.0,16290150000000.0,confirmed,29246387,23825.0,696795170275.0,confirmed,4631251,24152.0,111853974152.0,confirmed,7600649,6730.0,51152367770.0,confirmed,0,281500.0,0.0,none,0,4715.0,0.0,none,0,12.319999694824219,1235.050048828125,0.0,none,17149951512197.0,17.15
20220412,146100000,111000.0,16217100000000.0,confirmed,29246387,23450.0,685827775150.0,confirmed,4631251,23493.0,108801979743.0,confirmed,7600649,6680.0,50772335320.0,confirmed,0,267000.0,0.0,none,0,4635.0,0.0,none,0,10.789999961853027,1228.5999755859375,0.0,none,17062502090213.0,17.0625
