date,hynix_value,other_listed_value_mtm,listed_value_mtm,unlisted_value,netcash_value,unlisted_src_q,netcash_src_q,nav_basis,other_listed_value_frozen,nav_mtm,nav_company,skq_close,skq_shares,skq_shares_basis,skq_market_cap,nav_per_share_mtm,nav_discount_pct_mtm,nav_per_share_company,nav_discount_pct_company,nav_mtm_trillion,nav_company_trillion
20221209,11907150000000.0,534139480755.0,12441289480755.0,7228600000000.0,177945000000.0,2022Q3,2022Q3,lagged,499200626380.0,19847834480755.0,19812895626380.0,35900.0,141467571,분할상장 시점,5078685798900.0,140300.0,74.41,140053.0,74.37,19.8478,19.8129
20221212,11848710000000.0,541218464375.0,12389928464375.0,7228600000000.0,177945000000.0,2022Q3,2022Q3,lagged,499200626380.0,19796473464375.0,19754455626380.0,36100.0,141467571,분할상장 시점,5106979313100.0,139936.0,74.2,139639.0,74.15,19.7965,19.7545
20221213,12024030000000.0,540086494410.0,12564116494410.0,7228600000000.0,177945000000.0,2022Q3,2022Q3,lagged,499200626380.0,19970661494410.0,19929775626380.0,35800.0,141467571,분할상장 시점,5064539041800.0,141168.0,74.64,140879.0,74.59,19.9707,19.9298
20221214,11950980000000.0,543859454260.0,12494839454260.0,7228600000000.0,177945000000.0,2022Q3,2022Q3,lagged,499200626380.0,19901384454260.0,19856725626380.0,35900.0,141467571,분할상장 시점,5078685798900.0,140678.0,74.48,140362.0,74.42,19.9014,19.8567
20221215,11717220000000.0,546393431270.0,12263613431270.0,7228600000000.0,177945000000.0,2022Q3,2022Q3,lagged,499200626380.0,19670158431270.0,19622965626380.0,35300.0,141467571,분할상장 시점,4993805256300.0,139044.0,74.61,138710.0,74.55,19.6702,19.623
20221216,11454240000000.0,557287721485.0,12011527721485.0,7228600000000.0,177945000000.0,2022Q3,2022Q3,lagged,499200626380.0,19418072721485.0,19359985626380.0,35100.0,141467571,분할상장 시점,4965511742100.0,137262.0,74.43,136851.0,74.35,19.4181,19.36
20221219,11541900000000.0,559611875065.0,12101511875065.0,7228600000000.0,177945000000.0,2022Q3,2022Q3,lagged,499200626380.0,19508056875065.0,19447645626380.0,35300.0,141467571,분할상장 시점,4993805256300.0,137898.0,74.4,137471.0,74.32,19.5081,19.4476
20221220,11439630000000.0,544663797820.0,11984293797820.0,7228600000000.0,177945000000.0,2022Q3,2022Q3,lagged,499200626380.0,19390838797820.0,19345375626380.0,34750.0,141467571,분할상장 시점,4915998092250.0,137069.0,74.65,136748.0,74.59,19.3908,19.3454
20221221,11395800000000.0,542926838375.0,11938726838375.0,7228600000000.0,177945000000.0,2022Q3,2022Q3,lagged,499200626380.0,19345271838375.0,19301545626380.0,34750.0,141467571,분할상장 시점,4915998092250.0,136747.0,74.59,136438.0,74.53,19.3453,19.3015
20221222,11571120000000.0,549955187005.0,12121075187005.0,7228600000000.0,177945000000.0,2022Q3,2022Q3,lagged,499200626380.0,19527620187005.0,19476865626380.0,35900.0,141467571,분할상장 시점,5078685798900.0,138036.0,73.99,137677.0,73.92,19.5276,19.4769
20221223,11366580000000.0,536072161900.0,11902652161900.0,7228600000000.0,177945000000.0,2022Q3,2022Q3,lagged,499200626380.0,19309197161900.0,19272325626380.0,34900.0,141467571,분할상장 시점,4937218227900.0,136492.0,74.43,136231.0,74.38,19.3092,19.2723
20221226,11249700000000.0,527631097040.0,11777331097040.0,7228600000000.0,177945000000.0,2022Q3,2022Q3,lagged,499200626380.0,19183876097040.0,19155445626380.0,34650.0,141467571,분할상장 시점,4901851335150.0,135606.0,74.45,135405.0,74.41,19.1839,19.1554
20221227,11249700000000.0,530674819775.0,11780374819775.0,7228600000000.0,177945000000.0,2022Q3,2022Q3,lagged,499200626380.0,19186919819775.0,19155445626380.0,35350.0,141467571,분할상장 시점,5000878634850.0,135628.0,73.94,135405.0,73.89,19.1869,19.1554
20221228,11103600000000.0,528173771710.0,11631773771710.0,7228600000000.0,177945000000.0,2022Q3,2022Q3,lagged,499200626380.0,19038318771710.0,19009345626380.0,34500.0,141467571,분할상장 시점,4880631199500.0,134577.0,74.36,134372.0,74.33,19.0383,19.0093
20221229,10957500000000.0,705255615725.0,11662755615725.0,7228600000000.0,177945000000.0,2022Q3,2022Q3,lagged,499200626380.0,19069300615725.0,18863245626380.0,33550.0,141467571,분할상장 시점,4746237007050.0,134796.0,75.11,133340.0,74.84,19.0693,18.8632
20230102,11059770000000.0,685741302620.0,11745511302620.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,18841411302620.0,18860925615725.0,32900.0,141467571,분할상장 시점,4654283085900.0,133185.0,75.3,133323.0,75.32,18.8414,18.8609
20230103,11045160000000.0,683189596330.0,11728349596330.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,18824249596330.0,18846315615725.0,32000.0,141467571,분할상장 시점,4526962272000.0,133064.0,75.95,133220.0,75.98,18.8242,18.8463
20230104,11834100000000.0,691908798980.0,12526008798980.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,19621908798980.0,19635255615725.0,33450.0,141467571,분할상장 시점,4732090249950.0,138703.0,75.88,138797.0,75.9,19.6219,19.6353
20230105,11892540000000.0,691203276815.0,12583743276815.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,19679643276815.0,19693695615725.0,33400.0,141467571,분할상장 시점,4725016871400.0,139111.0,75.99,139210.0,76.01,19.6796,19.6937
20230106,12140910000000.0,692183714440.0,12833093714440.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,19928993714440.0,19942065615725.0,34050.0,141467571,분할상장 시점,4816970792550.0,140873.0,75.83,140966.0,75.85,19.929,19.9421
20230109,12564600000000.0,707387657250.0,13271987657250.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,20367887657250.0,20365755615725.0,34800.0,141467571,분할상장 시점,4923071470800.0,143976.0,75.83,143961.0,75.83,20.3679,20.3658
20230110,12637650000000.0,707257383390.0,13344907383390.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,20440807383390.0,20438805615725.0,35150.0,141467571,분할상장 시점,4972585120650.0,144491.0,75.67,144477.0,75.67,20.4408,20.4388
20230111,12754530000000.0,705943889250.0,13460473889250.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,20556373889250.0,20555685615725.0,35600.0,141467571,분할상장 시점,5036245527600.0,145308.0,75.5,145303.0,75.5,20.5564,20.5557
20230112,12681480000000.0,702755365025.0,13384235365025.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,20480135365025.0,20482635615725.0,35950.0,141467571,분할상장 시점,5085759177450.0,144769.0,75.17,144787.0,75.17,20.4801,20.4826
20230113,12520770000000.0,707134697010.0,13227904697010.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,20323804697010.0,20321925615725.0,35850.0,141467571,분할상장 시점,5071612420350.0,143664.0,75.05,143651.0,75.04,20.3238,20.3219
20230116,12535380000000.0,717370953140.0,13252750953140.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,20348650953140.0,20336535615725.0,35700.0,141467571,분할상장 시점,5050392284700.0,143840.0,75.18,143754.0,75.17,20.3487,20.3365
20230117,12564600000000.0,710488555900.0,13275088555900.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,20370988555900.0,20365755615725.0,35600.0,141467571,분할상장 시점,5036245527600.0,143998.0,75.28,143961.0,75.27,20.371,20.3658
20230118,12433110000000.0,713587856600.0,13146697856600.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,20242597856600.0,20234265615725.0,35500.0,141467571,분할상장 시점,5022098770500.0,143090.0,75.19,143031.0,75.18,20.2426,20.2343
20230119,12491550000000.0,722166577525.0,13213716577525.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,20309616577525.0,20292705615725.0,35300.0,141467571,분할상장 시점,4993805256300.0,143564.0,75.41,143444.0,75.39,20.3096,20.2927
20230120,12798360000000.0,759516033255.0,13557876033255.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,20653776033255.0,20599515615725.0,35250.0,141467571,분할상장 시점,4986731877750.0,145997.0,75.86,145613.0,75.79,20.6538,20.5995
20230125,13353540000000.0,806310455920.0,14159850455920.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,21255750455920.0,21154695615725.0,36750.0,141467571,분할상장 시점,5198933234250.0,150252.0,75.54,149537.0,75.42,21.2558,21.1547
20230126,13485030000000.0,826058764450.0,14311088764450.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,21406988764450.0,21286185615725.0,37400.0,141467571,분할상장 시점,5290887155400.0,151321.0,75.28,150467.0,75.14,21.407,21.2862
20230127,13368150000000.0,865980432430.0,14234130432430.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,21330030432430.0,21169305615725.0,37700.0,141467571,분할상장 시점,5333327426700.0,150777.0,75.0,149641.0,74.81,21.33,21.1693
20230130,13251270000000.0,883263954810.0,14134533954810.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,21230433954810.0,21052425615725.0,37550.0,141467571,분할상장 시점,5312107291050.0,150073.0,74.98,148814.0,74.77,21.2304,21.0524
20230131,12929850000000.0,828204495435.0,13758054495435.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,20853954495435.0,20731005615725.0,36250.0,141467571,분할상장 시점,5128199448750.0,147412.0,75.41,146542.0,75.26,20.854,20.731
20230201,13353540000000.0,829297116640.0,14182837116640.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,21278737116640.0,21154695615725.0,36950.0,141467571,분할상장 시점,5227226748450.0,150414.0,75.43,149537.0,75.29,21.2787,21.1547
20230202,13645740000000.0,887399615200.0,14533139615200.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,21629039615200.0,21446895615725.0,37000.0,141467571,분할상장 시점,5234300127000.0,152890.0,75.8,151603.0,75.59,21.629,21.4469
20230203,13470420000000.0,899586960475.0,14370006960475.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,21465906960475.0,21271575615725.0,36600.0,141467571,분할상장 시점,5177713098600.0,151737.0,75.88,150364.0,75.66,21.4659,21.2716
20230206,13017510000000.0,865066152595.0,13882576152595.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,20978476152595.0,20818665615725.0,35850.0,141467571,분할상장 시점,5071612420350.0,148292.0,75.82,147162.0,75.64,20.9785,20.8187
20230207,13265880000000.0,882659336580.0,14148539336580.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,21244439336580.0,21067035615725.0,36000.0,141467571,분할상장 시점,5092832556000.0,150172.0,76.03,148918.0,75.83,21.2444,21.067
20230208,13864890000000.0,992497555405.0,14857387555405.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,21953287555405.0,21666045615725.0,37250.0,141467571,분할상장 시점,5269667019750.0,155182.0,76.0,153152.0,75.68,21.9533,21.666
20230209,13791840000000.0,942578421735.0,14734418421735.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,21830318421735.0,21592995615725.0,36850.0,141467571,분할상장 시점,5213079991350.0,154313.0,76.12,152636.0,75.86,21.8303,21.593
20230210,13660350000000.0,914618120965.0,14574968120965.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,21670868120965.0,21461505615725.0,37200.0,141467571,분할상장 시점,5262593641200.0,153186.0,75.72,151706.0,75.48,21.6709,21.4615
20230213,13236660000000.0,910870897030.0,14147530897030.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,21243430897030.0,21037815615725.0,36550.0,141467571,분할상장 시점,5170639720050.0,150165.0,75.66,148711.0,75.42,21.2434,21.0378
20230214,13645740000000.0,921348796990.0,14567088796990.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,21662988796990.0,21446895615725.0,37000.0,141467571,분할상장 시점,5234300127000.0,153130.0,75.84,151603.0,75.59,21.663,21.4469
20230215,13397370000000.0,891487884270.0,14288857884270.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,21384757884270.0,21198525615725.0,36350.0,141467571,분할상장 시점,5142346205850.0,151164.0,75.95,149847.0,75.74,21.3848,21.1985
20230216,13572690000000.0,884017048460.0,14456707048460.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,21552607048460.0,21373845615725.0,37200.0,141467571,분할상장 시점,5262593641200.0,152350.0,75.58,151087.0,75.38,21.5526,21.3738
20230217,13441200000000.0,881747233595.0,14322947233595.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,21418847233595.0,21242355615725.0,36750.0,141467571,분할상장 시점,5198933234250.0,151405.0,75.73,150157.0,75.53,21.4188,21.2424
20230220,13514250000000.0,866423466540.0,14380673466540.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,21476573466540.0,21315405615725.0,38450.0,141467571,분할상장 시점,5439428104950.0,151813.0,74.67,150673.0,74.48,21.4766,21.3154
20230221,13324320000000.0,872853382510.0,14197173382510.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,21293073382510.0,21125475615725.0,37900.0,141467571,분할상장 시점,5361620940900.0,150516.0,74.82,149331.0,74.62,21.2931,21.1255
20230222,13017510000000.0,854745099310.0,13872255099310.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,20968155099310.0,20818665615725.0,36600.0,141467571,분할상장 시점,5177713098600.0,148219.0,75.31,147162.0,75.13,20.9682,20.8187
20230223,13543470000000.0,878637891390.0,14422107891390.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,21518007891390.0,21344625615725.0,37850.0,141467571,분할상장 시점,5354547562350.0,152106.0,75.12,150880.0,74.91,21.518,21.3446
20230224,13295100000000.0,881756991205.0,14176856991205.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,21272756991205.0,21096255615725.0,39300.0,141467571,분할상장 시점,5559675540300.0,150372.0,73.86,149124.0,73.65,21.2728,21.0963
20230227,13149000000000.0,863702560800.0,14012702560800.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,21108602560800.0,20950155615725.0,38700.0,141467571,분할상장 시점,5474794997700.0,149212.0,74.06,148092.0,73.87,21.1086,20.9502
20230228,13061340000000.0,876155402875.0,13937495402875.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,21033395402875.0,20862495615725.0,38350.0,141467571,분할상장 시점,5425281347850.0,148680.0,74.21,147472.0,74.0,21.0334,20.8625
20230302,12871410000000.0,856547732750.0,13727957732750.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,20823857732750.0,20672565615725.0,38900.0,141467571,분할상장 시점,5503088511900.0,147199.0,73.57,146129.0,73.38,20.8239,20.6726
20230303,12754530000000.0,854745744420.0,13609275744420.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,20705175744420.0,20555685615725.0,40150.0,141467571,분할상장 시점,5679922975650.0,146360.0,72.57,145303.0,72.37,20.7052,20.5557
20230306,13105170000000.0,868055658615.0,13973225658615.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,21069125658615.0,20906325615725.0,40850.0,141467571,분할상장 시점,5778950275350.0,148933.0,72.57,147782.0,72.36,21.0691,20.9063
20230307,12988290000000.0,849993736930.0,13838283736930.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,20934183736930.0,20789445615725.0,41700.0,141467571,분할상장 시점,5899197710700.0,147979.0,71.82,146956.0,71.62,20.9342,20.7894
20230308,12681480000000.0,832178928585.0,13513658928585.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,20609558928585.0,20482635615725.0,40750.0,141467571,분할상장 시점,5764803518250.0,145684.0,72.03,144787.0,71.86,20.6096,20.4826
20230309,12506160000000.0,819465732140.0,13325625732140.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,20421525732140.0,20307315615725.0,39900.0,141467571,분할상장 시점,5644556082900.0,144355.0,72.36,143547.0,72.2,20.4215,20.3073
20230310,12170130000000.0,805554351420.0,12975684351420.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,20071584351420.0,19971285615725.0,38400.0,141467571,분할상장 시점,5432354726400.0,141881.0,72.94,141172.0,72.8,20.0716,19.9713
20230313,12316230000000.0,802783784405.0,13119013784405.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,20214913784405.0,20117385615725.0,38250.0,141467571,분할상장 시점,5411134590750.0,142894.0,73.23,142205.0,73.1,20.2149,20.1174
20230314,11848710000000.0,767998109450.0,12616708109450.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,19712608109450.0,19649865615725.0,35900.0,141467571,분할상장 시점,5078685798900.0,139344.0,74.24,138900.0,74.15,19.7126,19.6499
20230315,11556510000000.0,770415494720.0,12326925494720.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,19422825494720.0,19357665615725.0,35650.0,141467571,분할상장 시점,5043318906150.0,137295.0,74.03,136835.0,73.95,19.4228,19.3577
20230316,11541900000000.0,761183430465.0,12303083430465.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,19398983430465.0,19343055615725.0,36000.0,141467571,분할상장 시점,5092832556000.0,137127.0,73.75,136731.0,73.67,19.399,19.3431
20230317,12272400000000.0,786979003385.0,13059379003385.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,20155279003385.0,20073555615725.0,36800.0,141467571,분할상장 시점,5206006612800.0,142473.0,74.17,141895.0,74.07,20.1553,20.0736
20230320,12228570000000.0,785680635900.0,13014250635900.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,20110150635900.0,20029725615725.0,36850.0,141467571,분할상장 시점,5213079991350.0,142154.0,74.08,141585.0,73.97,20.1102,20.0297
20230321,12213960000000.0,801980092905.0,13015940092905.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,20111840092905.0,20015115615725.0,37000.0,141467571,분할상장 시점,5234300127000.0,142166.0,73.97,141482.0,73.85,20.1118,20.0151
20230322,12696090000000.0,807551904790.0,13503641904790.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,20599541904790.0,20497245615725.0,37250.0,141467571,분할상장 시점,5269667019750.0,145613.0,74.42,144890.0,74.29,20.5995,20.4972
20230323,12929850000000.0,786445856610.0,13716295856610.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,20812195856610.0,20731005615725.0,37650.0,141467571,분할상장 시점,5326254048150.0,147116.0,74.41,146542.0,74.31,20.8122,20.731
20230324,12754530000000.0,795008227570.0,13549538227570.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,20645438227570.0,20555685615725.0,37500.0,141467571,분할상장 시점,5305033912500.0,145938.0,74.3,145303.0,74.19,20.6454,20.5557
20230327,12491550000000.0,792242215425.0,13283792215425.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,20379692215425.0,20292705615725.0,36900.0,141467571,분할상장 시점,5220153369900.0,144059.0,74.39,143444.0,74.28,20.3797,20.2927
20230328,12915240000000.0,809466575655.0,13724706575655.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,20820606575655.0,20716395615725.0,37350.0,141467571,분할상장 시점,5283813776850.0,147176.0,74.62,146439.0,74.49,20.8206,20.7164
20230329,12696090000000.0,807130113590.0,13503220113590.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,20599120113590.0,20497245615725.0,38050.0,141467571,분할상장 시점,5382841076550.0,145610.0,73.87,144890.0,73.74,20.5991,20.4972
20230330,12973680000000.0,814509498530.0,13788189498530.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,20884089498530.0,20774835615725.0,39300.0,141467571,분할상장 시점,5559675540300.0,147625.0,73.38,146852.0,73.24,20.8841,20.7748
20230331,12944460000000.0,815825911320.0,13760285911320.0,6907900000000.0,188000000000.0,2022Q4,2022Q4,lagged,705255615725.0,20856185911320.0,20745615615725.0,39750.0,141467571,분할상장 시점,5623335947250.0,147427.0,73.04,146646.0,72.89,20.8562,20.7456
20230403,12739920000000.0,807484394425.0,13547404394425.0,7257900000000.0,49200000000.0,2023Q1,2023Q1,lagged,815825911320.0,20854504394425.0,20862845911320.0,39000.0,141467571,분할상장 시점,5517235269000.0,147415.0,73.54,147474.0,73.55,20.8545,20.8628
20230404,12345450000000.0,817636135410.0,13163086135410.0,7257900000000.0,49200000000.0,2023Q1,2023Q1,lagged,815825911320.0,20470186135410.0,20468375911320.0,38650.0,141467571,분할상장 시점,5467721619150.0,144699.0,73.29,144686.0,73.29,20.4702,20.4684
20230405,12360060000000.0,820795629780.0,13180855629780.0,7257900000000.0,49200000000.0,2023Q1,2023Q1,lagged,815825911320.0,20487955629780.0,20482985911320.0,38550.0,141467571,분할상장 시점,5453574862050.0,144824.0,73.38,144789.0,73.38,20.488,20.483
20230406,12243180000000.0,796751105765.0,13039931105765.0,7257900000000.0,49200000000.0,2023Q1,2023Q1,lagged,815825911320.0,20347031105765.0,20366105911320.0,38450.0,141467571,분할상장 시점,5439428104950.0,143828.0,73.27,143963.0,73.29,20.347,20.3661
20230407,13017510000000.0,810330515470.0,13827840515470.0,7257900000000.0,49200000000.0,2023Q1,2023Q1,lagged,815825911320.0,21134940515470.0,21140435911320.0,39200.0,141467571,분할상장 시점,5545528783200.0,149398.0,73.76,149437.0,73.77,21.1349,21.1404
20230410,13251270000000.0,793200584280.0,14044470584280.0,7257900000000.0,49200000000.0,2023Q1,2023Q1,lagged,815825911320.0,21351570584280.0,21374195911320.0,38900.0,141467571,분할상장 시점,5503088511900.0,150929.0,74.23,151089.0,74.25,21.3516,21.3742
20230411,13411980000000.0,785837725700.0,14197817725700.0,7257900000000.0,49200000000.0,2023Q1,2023Q1,lagged,815825911320.0,21504917725700.0,21534905911320.0,39250.0,141467571,분할상장 시점,5552602161750.0,152013.0,74.18,152225.0,74.22,21.5049,21.5349
20230412,13192830000000.0,798994346150.0,13991824346150.0,7257900000000.0,49200000000.0,2023Q1,2023Q1,lagged,815825911320.0,21298924346150.0,21315755911320.0,40900.0,141467571,분할상장 시점,5786023653900.0,150557.0,72.83,150676.0,72.86,21.2989,21.3158
20230413,12959070000000.0,803208666890.0,13762278666890.0,7257900000000.0,49200000000.0,2023Q1,2023Q1,lagged,815825911320.0,21069378666890.0,21081995911320.0,40100.0,141467571,분할상장 시점,5672849597100.0,148934.0,73.08,149024.0,73.09,21.0694,21.082
20230414,13046730000000.0,838649615235.0,13885379615235.0,7257900000000.0,49200000000.0,2023Q1,2023Q1,lagged,815825911320.0,21192479615235.0,21169655911320.0,40550.0,141467571,분할상장 시점,5736510004050.0,149805.0,72.93,149643.0,72.9,21.1925,21.1697
20230417,12929850000000.0,818217764300.0,13748067764300.0,7257900000000.0,49200000000.0,2023Q1,2023Q1,lagged,815825911320.0,21055167764300.0,21052775911320.0,40550.0,141467571,분할상장 시점,5736510004050.0,148834.0,72.75,148817.0,72.75,21.0552,21.0528
20230418,12798360000000.0,814905350510.0,13613265350510.0,7257900000000.0,49200000000.0,2023Q1,2023Q1,lagged,815825911320.0,20920365350510.0,20921285911320.0,40600.0,141467571,분할상장 시점,5743583382600.0,147881.0,72.55,147888.0,72.55,20.9204,20.9213
20230419,12886020000000.0,818211603595.0,13704231603595.0,7257900000000.0,49200000000.0,2023Q1,2023Q1,lagged,815825911320.0,21011331603595.0,21008945911320.0,40750.0,141467571,분할상장 시점,5764803518250.0,148524.0,72.56,148507.0,72.56,21.0113,21.0089
20230420,12812970000000.0,800884615055.0,13613854615055.0,7257900000000.0,49200000000.0,2023Q1,2023Q1,lagged,815825911320.0,20920954615055.0,20935895911320.0,40650.0,141467571,분할상장 시점,5750656761150.0,147885.0,72.51,147991.0,72.53,20.921,20.9359
20230421,13017510000000.0,794745906645.0,13812255906645.0,7257900000000.0,49200000000.0,2023Q1,2023Q1,lagged,815825911320.0,21119355906645.0,21140435911320.0,41600.0,141467571,분할상장 시점,5885050953600.0,149288.0,72.13,149437.0,72.16,21.1194,21.1404
20230424,12739920000000.0,771699141905.0,13511619141905.0,7257900000000.0,49200000000.0,2023Q1,2023Q1,lagged,815825911320.0,20818719141905.0,20862845911320.0,40400.0,141467571,분할상장 시점,5715289868400.0,147162.0,72.55,147474.0,72.61,20.8187,20.8628
20230425,12491550000000.0,752849003580.0,13244399003580.0,7257900000000.0,49200000000.0,2023Q1,2023Q1,lagged,815825911320.0,20551499003580.0,20614475911320.0,39550.0,141467571,분할상장 시점,5595042433050.0,145274.0,72.78,145719.0,72.86,20.5515,20.6145
20230426,12769140000000.0,756463957845.0,13525603957845.0,7257900000000.0,49200000000.0,2023Q1,2023Q1,lagged,815825911320.0,20832703957845.0,20892065911320.0,40400.0,141467571,분할상장 시점,5715289868400.0,147261.0,72.57,147681.0,72.64,20.8327,20.8921
20230427,12973680000000.0,755347952690.0,13729027952690.0,7257900000000.0,49200000000.0,2023Q1,2023Q1,lagged,815825911320.0,21036127952690.0,21096605911320.0,40700.0,141467571,분할상장 시점,5757730139700.0,148699.0,72.63,149127.0,72.71,21.0361,21.0966
20230428,13075950000000.0,752789673630.0,13828739673630.0,7257900000000.0,49200000000.0,2023Q1,2023Q1,lagged,815825911320.0,21135839673630.0,21198875911320.0,42450.0,141467571,분할상장 시점,6005298388950.0,149404.0,71.59,149850.0,71.67,21.1358,21.1989
20230502,13178220000000.0,766156027305.0,13944376027305.0,7257900000000.0,49200000000.0,2023Q1,2023Q1,lagged,815825911320.0,21251476027305.0,21301145911320.0,41350.0,141467571,분할상장 시점,5849684060850.0,150222.0,72.47,150573.0,72.54,21.2515,21.3011
20230503,13119780000000.0,781845034075.0,13901625034075.0,7257900000000.0,49200000000.0,2023Q1,2023Q1,lagged,815825911320.0,21208725034075.0,21242705911320.0,41750.0,141467571,분할상장 시점,5906271089250.0,149919.0,72.15,150160.0,72.2,21.2087,21.2427
20230504,12959070000000.0,802898985030.0,13761968985030.0,7257900000000.0,49200000000.0,2023Q1,2023Q1,lagged,815825911320.0,21069068985030.0,21081995911320.0,41800.0,141467571,분할상장 시점,5913344467800.0,148932.0,71.93,149024.0,71.95,21.0691,21.082
20230508,12959070000000.0,802271111665.0,13761341111665.0,7257900000000.0,49200000000.0,2023Q1,2023Q1,lagged,815825911320.0,21068441111665.0,21081995911320.0,42100.0,141467571,분할상장 시점,5955784739100.0,148928.0,71.73,149024.0,71.75,21.0684,21.082
20230509,12754530000000.0,804973872030.0,13559503872030.0,7257900000000.0,49200000000.0,2023Q1,2023Q1,lagged,815825911320.0,20866603872030.0,20877455911320.0,42350.0,141467571,분할상장 시점,5991151631850.0,147501.0,71.29,147578.0,71.3,20.8666,20.8775
20230510,12696090000000.0,801863549845.0,13497953549845.0,7257900000000.0,49200000000.0,2023Q1,2023Q1,lagged,815825911320.0,20805053549845.0,20819015911320.0,42000.0,141467571,분할상장 시점,5941637982000.0,147066.0,71.44,147165.0,71.46,20.8051,20.819
