date,hynix_value,other_listed_value_mtm,listed_value_mtm,unlisted_value,netcash_value,unlisted_src_q,netcash_src_q,nav_basis,other_listed_value_frozen,nav_mtm,nav_company,skq_close,skq_shares,skq_shares_basis,skq_market_cap,nav_per_share_mtm,nav_discount_pct_mtm,nav_per_share_company,nav_discount_pct_company,nav_mtm_trillion,nav_company_trillion
20220107,18554700000000.0,1088550745561.0,19643250745561.0,6487300000000.0,-10264000000.0,2021Q4,2021Q4,lagged,1070360452329.0,26120286745561.0,26102096452329.0,61000.0,141467571,분할상장 시점,8629521831000.0,184638.0,66.96,184509.0,66.94,26.1203,26.1021
20220110,18189450000000.0,1039198987638.0,19228648987638.0,6487300000000.0,-10264000000.0,2021Q4,2021Q4,lagged,1070360452329.0,25705684987638.0,25736846452329.0,57500.0,141467571,분할상장 시점,8134385332500.0,181707.0,68.36,181928.0,68.39,25.7057,25.7368
20220111,18700800000000.0,1035003277617.0,19735803277617.0,6487300000000.0,-10264000000.0,2021Q4,2021Q4,lagged,1070360452329.0,26212839277617.0,26248196452329.0,57200.0,141467571,분할상장 시점,8091945061200.0,185292.0,69.13,185542.0,69.17,26.2128,26.2482
20220112,18773850000000.0,1042208414690.0,19816058414690.0,6487300000000.0,-10264000000.0,2021Q4,2021Q4,lagged,1070360452329.0,26293094414690.0,26321246452329.0,59400.0,141467571,분할상장 시점,8403173717400.0,185860.0,68.04,186059.0,68.07,26.2931,26.3212
20220113,18919950000000.0,1029379361393.0,19949329361393.0,6487300000000.0,-10264000000.0,2021Q4,2021Q4,lagged,1070360452329.0,26426365361393.0,26467346452329.0,58000.0,141467571,분할상장 시점,8205119118000.0,186802.0,68.95,187091.0,69.0,26.4264,26.4673
20220114,18773850000000.0,1047218962406.0,19821068962406.0,6487300000000.0,-10264000000.0,2021Q4,2021Q4,lagged,1070360452329.0,26298104962406.0,26321246452329.0,59000.0,141467571,분할상장 시점,8346586689000.0,185895.0,68.26,186059.0,68.29,26.2981,26.3212
20220117,18554700000000.0,973866674214.0,19528566674214.0,6487300000000.0,-10264000000.0,2021Q4,2021Q4,lagged,1070360452329.0,26005602674214.0,26102096452329.0,59300.0,141467571,분할상장 시점,8389026960300.0,183827.0,67.74,184509.0,67.86,26.0056,26.1021
20220118,18481650000000.0,954938130384.0,19436588130384.0,6487300000000.0,-10264000000.0,2021Q4,2021Q4,lagged,1070360452329.0,25913624130384.0,26029046452329.0,62900.0,141467571,분할상장 시점,8898310215900.0,183177.0,65.66,183993.0,65.81,25.9136,26.029
20220119,18554700000000.0,930168415690.0,19484868415690.0,6487300000000.0,-10264000000.0,2021Q4,2021Q4,lagged,1070360452329.0,25961904415690.0,26102096452329.0,62300.0,141467571,분할상장 시점,8813429673300.0,183518.0,66.05,184509.0,66.23,25.9619,26.1021
20220120,18262500000000.0,935036264637.0,19197536264637.0,6487300000000.0,-10264000000.0,2021Q4,2021Q4,lagged,1070360452329.0,25674572264637.0,25809896452329.0,62500.0,141467571,분할상장 시점,8841723187500.0,181487.0,65.56,182444.0,65.74,25.6746,25.8099
20220121,17385900000000.0,916656414315.0,18302556414315.0,6487300000000.0,-10264000000.0,2021Q4,2021Q4,lagged,1070360452329.0,24779592414315.0,24933296452329.0,60800.0,141467571,분할상장 시점,8601228316800.0,175161.0,65.29,176247.0,65.5,24.7796,24.9333
20220124,17385900000000.0,881065040920.0,18266965040920.0,6487300000000.0,-10264000000.0,2021Q4,2021Q4,lagged,1070360452329.0,24744001040920.0,24933296452329.0,59200.0,141467571,분할상장 시점,8374880203200.0,174909.0,66.15,176247.0,66.41,24.744,24.9333
