date,fut_listed,fut_basis,fut_basis_pct,fut_volume
20251013,1,500,0.204,15434
20251014,1,2000,0.853,22268
20251015,1,-500,-0.205,10347
20251016,1,-1000,-0.388,20398
20251017,1,500,0.194,15739
20251020,1,0,0.0,12790
20251021,1,500,0.195,14149
20251022,1,0,0.0,10181
20251023,1,1500,0.593,14457
20251024,1,0,0.0,19219
20251027,1,500,0.172,16122
20251028,1,3500,1.287,13436
20251029,1,0,0.0,19851
20251030,1,-1000,-0.356,23694
20251031,1,6000,2.308,35668
20251103,1,500,0.177,23800
20251104,1,0,0.0,21727
20251105,1,500,0.192,27966
20251106,1,-3500,-1.296,20383
20251107,1,2000,0.717,31326
20251110,1,2000,0.69,19643
20251111,1,-500,-0.161,37820
20251112,1,-2500,-0.775,21308
20251113,1,-1000,-0.309,14930
20251114,1,1000,0.344,18505
20251117,1,-1500,-0.493,16421
20251118,1,1000,0.353,18996
20251119,1,1000,0.353,22653
20251120,1,-1500,-0.511,18607
20251121,1,1500,0.564,16432
20251124,1,500,0.181,21109
20251125,1,-1500,-0.516,21874
20251126,1,-1500,-0.515,16499
20251127,1,-1500,-0.498,13636
20251128,1,1000,0.336,8852
20251201,1,-1500,-0.497,12438
20251202,1,0,0.0,13448
20251203,1,-1500,-0.483,13129
20251204,1,-500,-0.16,11314
20251205,1,0,0.0,11944
20251208,1,-2500,-0.776,18918
20251209,1,-1500,-0.464,20268
20251210,1,-2500,-0.772,17584
20251211,1,1500,0.488,9509
20251212,1,2000,0.649,10632
20251215,1,500,0.171,11835
20251216,1,2500,0.89,8136
20251217,1,1500,0.53,16042
20251218,1,2000,0.688,20806
20251219,1,2500,0.861,10049
20251222,1,1000,0.317,11726
20251223,1,1000,0.317,6297
20251224,1,1500,0.467,6008
20251226,1,1000,0.299,16012
20251229,1,-500,-0.145,13890
20251230,1,0,0.0,20949
20260102,1,-1500,-0.383,17287
20260105,1,-2000,-0.481,20207
20260106,1,-5000,-1.157,23010
20260107,1,-500,-0.116,26108
20260108,1,-4500,-1.045,22703
20260109,1,500,0.116,15751
20260112,1,500,0.117,18118
20260113,1,500,0.117,12034
20260114,1,-1000,-0.23,10521
20260115,1,0,0.0,11457
20260116,1,1500,0.336,16408
20260119,1,500,0.115,14372
20260120,1,0,0.0,12533
20260121,1,2000,0.465,16090
20260122,1,-500,-0.112,26539
20260123,1,2000,0.449,15707
20260126,1,-1000,-0.227,13625
20260127,1,-500,-0.106,25866
20260128,1,0,0.0,28306
20260129,1,-1000,-0.188,35261
20260130,1,-5000,-0.877,35666
20260202,1,2000,0.396,45301
20260203,1,2000,0.366,36515
20260204,1,2000,0.351,33727
20260205,1,4000,0.749,33666
20260206,1,2000,0.389,38916
20260209,1,0,0.0,24355
20260210,1,-2000,-0.368,14972
20260211,1,-5000,-0.94,13878
20260212,1,0,0.0,20973
20260213,1,1000,0.179,20673
20260219,1,6000,1.06,13229
20260220,1,2000,0.345,22350
20260223,1,-3000,-0.517,15790
20260224,1,6000,0.972,24273
20260225,1,2000,0.309,31009
20260226,1,5000,0.736,33279
20260227,1,3000,0.465,31573
20260303,1,-5000,-0.861,42005
20260304,1,6000,1.183,68072
20260305,1,-8000,-1.413,31932
20260306,1,-1000,-0.181,39101
20260309,1,0,0.0,40943
20260310,1,-2000,-0.361,23894
20260311,1,4000,0.708,21654
20260312,1,-4000,-0.722,19857
20260313,1,1000,0.187,14364
20260316,1,3000,0.534,15737
20260317,1,-2000,-0.341,19581
20260318,1,-1000,-0.159,13200
20260319,1,4000,0.655,19067
20260320,1,-3000,-0.493,16666
20260323,1,0,0.0,30595
20260324,1,0,0.0,35692
20260325,1,0,0.0,22220
20260326,1,2000,0.358,24788
20260327,1,-1000,-0.184,28177
20260330,1,3000,0.588,30031
20260331,1,3000,0.643,76403
20260401,1,1000,0.2,42800
20260402,1,-1000,-0.213,56946
20260403,1,-2000,-0.414,31076
20260406,1,1000,0.205,29292
20260407,1,3000,0.601,30662
20260408,1,-2000,-0.346,36453
20260409,1,7000,1.25,20971
20260410,1,1000,0.176,19013
20260413,1,0,0.0,16080
20260414,1,-1000,-0.156,25497
20260415,1,4000,0.602,22806
20260416,1,2000,0.29,15819
20260417,1,-2000,-0.293,15440
20260420,1,5000,0.713,23179
20260421,1,-4000,-0.557,16334
20260422,1,-2000,-0.278,17843
20260423,1,0,0.0,34686
20260424,1,4000,0.552,18379
20260427,1,0,0.0,26109
20260428,1,0,0.0,22619
20260429,1,-3000,-0.361,29941
20260430,1,1000,0.119,23456
20260504,1,0,0.0,57945
20260506,1,-1000,-0.092,68245
20260507,1,8000,0.728,54916
20260508,1,5000,0.455,31326
20260511,1,-3000,-0.253,47993
20260512,1,-14000,-1.243,58983
20260513,1,4000,0.336,39370
20260514,1,-1000,-0.085,34380
20260515,1,11000,1.002,51370
20260518,1,-8000,-0.732,62476
20260519,1,9000,0.882,34959
20260520,1,2000,0.194,68618
20260521,1,-3000,-0.254,32397
20260522,1,7000,0.591,28005
20260526,1,4000,0.339,43462
20260527,1,4000,0.313,62037
20260528,1,17000,1.374,54923
20260529,1,2000,0.162,38926
20260601,1,-7000,-0.557,38232
20260602,1,-3000,-0.223,57889
20260604,1,-8000,-0.588,45036
20260605,1,28000,2.226,48319
20260608,1,2000,0.179,60671
20260609,1,-8000,-0.63,56229
20260610,1,12000,1.014,54736
20260611,1,-3000,-0.244,57010
20260612,1,-5000,-0.368,76191
20260615,1,-6000,-0.425,44713
20260616,1,-3000,-0.2,38754
