date,year,skq_ret,hynix_ret,divergence,w_hynix,beta_roll120,beta_minus_w_roll120,divergence_slope_roll120
20230207,2023,0.42,1.91,-0.85,0.6205174248745307,0.6325239689876685,0.01200654411313784,0.0036661441302058735
20230208,2023,3.47,4.52,0.13,0.624440108294973,0.6396704263458558,0.015230318050882818,0.006194895423501629
20230209,2023,-1.07,-0.53,-0.51,0.6315632665498613,0.6401959388035222,0.008632672253660933,0.006522793877462754
20230210,2023,0.95,-0.95,1.68,0.6317745684491886,0.6374169760687335,0.005642407619544931,0.0035146355842413986
20230213,2023,-1.75,-3.1,0.22,0.6303554580162203,0.6372358058658354,0.006880347849615109,0.003490856053706519
20230214,2023,1.23,3.09,-0.75,0.6230942668423014,0.6363343371786848,0.013240070336383414,0.002438877954838191
20230215,2023,-1.76,-1.82,-0.48,0.629910310524466,0.631054872215348,0.0011445616908819511,-0.002928814063607066
20230216,2023,2.34,1.31,1.56,0.6264915447022532,0.6329093839262365,0.006417839223983313,-0.00039378109957922844
20230217,2023,-1.21,-0.97,-0.59,0.6297470171233791,0.6342022889378713,0.004455271814492234,0.0008681617584169444
20230220,2023,4.63,0.54,4.36,0.6275407753465727,0.6382201459201134,0.010679370573540736,0.005253789074911805
20230221,2023,-1.43,-1.41,-0.58,0.6292554080405278,0.640400864888112,0.011145456847584168,0.007471520204612874
20230222,2023,-3.43,-2.3,-1.9,0.6257584220296031,0.6390655229747739,0.013307100945170847,0.006855474980014236
20230223,2023,3.42,4.04,0.8,0.6208228591569492,0.6459990873529665,0.02517622819601728,0.013390690619422356
20230224,2023,3.83,-1.83,4.97,0.6294016652637788,0.627391524659187,-0.0020101406045918147,-0.0049039066890796375
20230227,2023,-1.53,-1.1,-0.76,0.624982460218801,0.6241735219804547,-0.0008089382383462684,-0.007474257720695809
20230228,2023,-0.9,-0.67,-0.54,0.6229213877198351,0.6241709203249054,0.0012495326050703248,-0.0073696528111008705
20230302,2023,1.43,,2.43,0.6209810517903676,0.6245861751858477,0.0036051233954801365,-0.006958102708919912
20230303,2023,3.21,-0.91,3.78,0.618108813707315,0.6146258893553085,-0.003482924352006478,-0.016893127086669808
20230306,2023,1.74,2.75,-0.02,0.6160068457007576,0.6149340456203612,-0.0010728000803963411,-0.016396190976521847
20230307,2023,2.08,-0.89,2.72,0.6220082509518566,0.6100034708765042,-0.01200478007535244,-0.02145593827987901
20230308,2023,-2.28,-2.36,-0.73,0.6204345086112603,0.6135395572961196,-0.006894951315140618,-0.018203265681038947
20230309,2023,-2.09,-1.38,-1.18,0.615320300834341,0.6146392885984435,-0.0006810122358974491,-0.01685060069065678
20230310,2023,-3.76,-2.69,-2.05,0.6124008638746045,0.6257018962502274,0.013301032375622968,-0.005866823984849064
20230313,2023,-0.39,1.2,-1.1,0.6063362904951249,0.6210015195795444,0.014665229084419473,-0.010409487648984778
20230314,2023,-6.14,-3.8,-3.66,0.6092645326789116,0.6430244590838187,0.033759926404907104,0.011319398018958734
20230315,2023,-0.7,-2.47,0.77,0.6010726705574725,0.6390357225444824,0.03796305198700989,0.0077429773271893605
20230316,2023,0.98,-0.13,1.1,0.5949963357875805,0.6393506471375472,0.0443543113499667,0.00804888594218068
20230317,2023,2.22,6.33,-1.68,0.5949744759240375,0.6239011986086409,0.02892672268460339,-0.00617555149948533
20230320,2023,0.14,-0.36,0.36,0.6088925882861209,0.6273050599344491,0.018412471648328155,-0.002754936699281416
20230321,2023,0.41,-0.12,0.4,0.6080794829139642,0.6183339229053851,0.01025443999142095,-0.01113526553090228
20230322,2023,0.68,3.95,-1.74,0.607301964592927,0.6046669634040566,-0.0026350011888703895,-0.024330215981138974
20230323,2023,1.07,1.84,0.04,0.6163287542354418,0.6065758726703046,-0.009752881565137206,-0.02196930907933676
20230324,2023,-0.4,-1.36,0.4,0.6212631328804957,0.6043398711574748,-0.016923261723020944,-0.024113101259883217
20230327,2023,-1.6,-2.06,-0.31,0.6177892597584851,0.6084225599874976,-0.009366699770987474,-0.020378796055064576
20230328,2023,1.22,3.39,-0.94,0.6129410526889795,0.6037452647787203,-0.009195787910259212,-0.02516472938651521
20230329,2023,1.87,-1.7,2.93,0.6203104579624236,0.5993303634555247,-0.02098009450689886,-0.03035175245720414
20230330,2023,3.29,2.19,1.91,0.6163413742912214,0.6065652526928393,-0.009776121598382037,-0.023079239704900705
20230331,2023,1.15,-0.23,1.28,0.6212231565524174,0.6087207924217913,-0.012502364130626109,-0.021003601396940883
20230403,2023,-1.89,-1.58,-0.88,0.614431237671715,0.6112758758008269,-0.0031553618708881626,-0.018514015766306628
20230404,2023,-0.9,-3.1,0.94,0.6108953614551368,0.6129368328338556,0.0020414713787187955,-0.016114427127266052
20230405,2023,-0.26,0.12,-0.35,0.6030941740507398,0.6142077192529345,0.011113545202194652,-0.015017541396453254
20230406,2023,-0.26,-0.95,0.43,0.6032842038194478,0.613400725495916,0.010116521676468149,-0.01580236139359238
20230407,2023,1.95,6.32,-1.92,0.6017182524742439,0.5941354706834087,-0.007582781790835269,-0.03386890791664261
20230410,2023,-0.77,1.8,-1.79,0.6159236639663906,0.5890689943378455,-0.026854669628545103,-0.038555946991051214
20230411,2023,0.9,1.21,0.18,0.6206227287914918,0.5900381426051573,-0.030584586186334528,-0.03717539241906223
20230412,2023,4.2,-1.63,5.16,0.6236703702414853,0.5777545220195511,-0.045915848221934175,-0.04892420596211387
20230413,2023,-1.96,-1.77,-0.88,0.6194129706078204,0.5810632688452915,-0.03834970176252894,-0.045554350263889154
20230414,2023,1.12,0.68,0.54,0.6150665477556229,0.5798743029935193,-0.035192244762103586,-0.04691323912473759
20230417,2023,0.0,-0.9,0.65,0.6156301781043533,0.5875212880289422,-0.028108890075411064,-0.03939751368567111
20230418,2023,0.12,-1.02,0.76,0.6140938958426706,0.5846589241825897,-0.02943497166008091,-0.04229821221620857
20230419,2023,0.37,0.68,-0.06,0.6117656066502681,0.6009146137511646,-0.010850992899103518,-0.02598428537867284
20230420,2023,-0.25,-0.57,0.18,0.6132890691133172,0.581789792076128,-0.03149927703718913,-0.04527937673637697
20230421,2023,2.34,1.6,1.39,0.61244671841024,0.5872365731693515,-0.025210145240888493,-0.03968683521950182
20230424,2023,-2.88,-2.13,-1.46,0.6163781725892581,0.5976441666187944,-0.018734005970463707,-0.029713718933767806
20230425,2023,-2.1,-1.95,-0.82,0.611945428206312,0.6001895819318582,-0.011755846274453807,-0.027419876656370787
20230426,2023,2.15,2.22,0.78,0.6078169771374835,0.6044450701662243,-0.00337190697125922,-0.023044076004972738
20230427,2023,0.74,1.6,-0.24,0.6129372368482925,0.6116560407892103,-0.001281196059082168,-0.01584184540096415
20230428,2023,4.3,0.79,3.83,0.6167332709316872,0.6057776220226674,-0.010955648909019788,-0.021906961269156297
20230502,2023,-2.59,,-3.14,0.618662433189921,0.6050910334402699,-0.013571399749651047,-0.02261727732314597
20230503,2023,0.97,-0.44,1.17,0.6201084566111049,0.6031091059452557,-0.016999350665849233,-0.024608694106914967
20230504,2023,0.12,-1.22,0.78,0.6186029560438501,0.6013714416241493,-0.017231514419700722,-0.026127068462275138
20230508,2023,0.72,,0.72,0.6150755882572544,0.5887750437909586,-0.026300544466295817,-0.03870831093858217
20230509,2023,0.59,-1.58,1.55,0.6150939184971275,0.5888570394991449,-0.02623687899798255,-0.03848229856342579
20230510,2023,-0.83,-0.46,-0.54,0.6112412962943347,0.592022129337434,-0.019219166956900624,-0.035295755992439136
20230511,2023,-0.24,-0.69,0.2,0.61024067876502,0.5919980004304604,-0.018242678334559614,-0.035337512263976446
20230512,2023,0.48,1.04,-0.13,0.608725569596174,0.5856429932646713,-0.02308257633150268,-0.04137232677688862
20230515,2023,0.95,-0.92,1.55,0.6113569057258358,0.5870879032760422,-0.024269002449793575,-0.0398483949590702
20230516,2023,0.35,4.63,-2.46,0.6093980400401443,0.5554909421119981,-0.053907097928146186,-0.07028161788671147
20230517,2023,0.47,1.66,-0.74,0.6201610013718154,0.5511205557855399,-0.06904044558627553,-0.07505948460111289
20230518,2023,0.7,1.85,-0.4,0.6228894168303121,0.5498836633354243,-0.0730057534948878,-0.07606316637943068
20230519,2023,3.13,3.95,0.54,0.6275301514916681,0.5605966677191828,-0.06693348377248531,-0.06600760170528124
20230522,2023,1.57,0.92,0.97,0.6358794564185681,0.5625822931558769,-0.0732971632626912,-0.06416237534484492
20230523,2023,-1.11,-0.31,-0.86,0.6379588671290263,0.5608684509651856,-0.07709041616384071,-0.06580651217517505
20230524,2023,-0.67,-0.2,-0.49,0.6375964037906633,0.5612367637459511,-0.07635964004471218,-0.06547648725823595
20230525,2023,2.7,5.94,-1.03,0.6374554787996435,0.5503793143687401,-0.08707616443090338,-0.07635199159479539
20230526,2023,1.64,5.51,-1.9,0.6510230148339331,0.5369672385424715,-0.11405577629146157,-0.09052951953639399
20230530,2023,-0.22,,-0.98,0.6634027726045817,0.5376014823199075,-0.12580129028467424,-0.09007736666196921
20230531,2023,-0.22,-1.54,0.84,0.6650295857742884,0.5333010049909704,-0.13172858078331795,-0.09477244921944696
20230601,2023,-1.19,1.57,-2.24,0.6618240532814078,0.5275356935446817,-0.13428835973672615,-0.10064712519349915
20230602,2023,-0.77,0.0,-0.79,0.6652041346757849,0.5280330183358152,-0.1371711163399697,-0.10060194817251111
20230605,2023,-0.22,-1.45,0.74,0.6650637371424295,0.5274026120646805,-0.13766112507774897,-0.10138988151055578
20230607,2023,2.1,,2.48,0.6617377570233672,0.5334733353733534,-0.12826442165001384,-0.09585932410205729
20230608,2023,-1.74,1.57,-2.74,0.6600113076298617,0.5280896763392762,-0.13192163129058554,-0.10131011026473724
20230609,2023,2.43,5.2,-1.04,0.6637531551438902,0.528383133360487,-0.13537002178340318,-0.10276599356044085
20230612,2023,-1.72,-0.52,-1.44,0.6747939702357091,0.5313220244225642,-0.14347194581314493,-0.09981286736479486
20230613,2023,6.03,4.09,3.3,0.6731917724033126,0.5531299044704913,-0.12006186793282136,-0.07917472245950881
20230614,2023,-2.48,-0.59,-2.06,0.6821199026786553,0.5593946007382099,-0.1227253019404454,-0.07357189746212077
20230615,2023,1.59,0.17,1.49,0.6809756135573776,0.5588957272501761,-0.12207988630720146,-0.07410032777440839
20230616,2023,-0.73,-0.08,-0.62,0.6814572511938475,0.557029400968012,-0.12442785022583547,-0.07592236756167994
20230619,2023,-1.16,-3.45,1.19,0.6816196519042859,0.5527781823455105,-0.1288414695587754,-0.0812842426117344
20230620,2023,-1.06,1.13,-1.83,0.673975942483527,0.5454444790349414,-0.12853146344858557,-0.08876999385349478
20230621,2023,-0.65,-0.86,0.0,0.6764295966831743,0.5392219753859334,-0.13720762129724084,-0.09520470314836195
20230622,2023,-0.54,-0.96,0.09,0.6749863992746742,0.5388827229509086,-0.13610367632376563,-0.09559746348797327
20230623,2023,-1.52,-0.35,-1.25,0.6727646050117551,0.5415773285251373,-0.13118727648661777,-0.0929718769329021
20230626,2023,-0.77,-0.09,-0.7,0.6722056511639578,0.5372951209162651,-0.13491053024769273,-0.09740942100264466
20230627,2023,0.0,-0.44,0.31,0.6720755419143987,0.5310838545843365,-0.14099168733006218,-0.10650949433273803
20230628,2023,-0.22,1.15,-0.96,0.6711718332868017,0.5298638083421539,-0.1413080249446479,-0.1077482964958945
20230629,2023,-1.23,1.66,-2.33,0.6739226451346364,0.5227617215031964,-0.15116092363143996,-0.11495707918246661
20230630,2023,0.0,-0.86,0.57,0.6776786131725333,0.5126032494551793,-0.16507536371735398,-0.12903741905141952
20230703,2023,3.84,2.08,2.41,0.674123140973445,0.5215872570789816,-0.15253588389446338,-0.1203868590404232
20230704,2023,-0.65,0.26,-0.73,0.678436090441797,0.51907510361346,-0.159360986828337,-0.12312927309487819
20230705,2023,1.2,-1.02,1.92,0.6796007449888064,0.5131737247830129,-0.16642702020579347,-0.12940155137915788
20230706,2023,-2.16,-2.49,-0.4,0.6775928977467055,0.5176572338786233,-0.15993566386808222,-0.12570800428789966
20230707,2023,-2.1,-1.76,-0.87,0.6725608673595579,0.5212637941881825,-0.15129707317137542,-0.12245456337970582
20230710,2023,-0.34,-1.34,0.54,0.6689525551723291,0.522130779432683,-0.14682177573964605,-0.1216228636079161
20230711,2023,3.4,2.81,1.47,0.6658195512129005,0.5319288578354979,-0.13389069337740256,-0.11260328610597647
20230712,2023,0.55,1.76,-0.65,0.6715543829650584,0.530588165820725,-0.14096621714433344,-0.11415371725575924
20230713,2023,0.87,-1.13,1.56,0.6752646323014863,0.5270857752840236,-0.1481788570174627,-0.11754429701093037
20230714,2023,1.73,3.42,-0.84,0.6722784613343552,0.5267312609045779,-0.1455472004297773,-0.1201039962821174
20230717,2023,-1.28,-0.68,-1.0,0.6778041398135533,0.5287244723565209,-0.14907966745703238,-0.11782464580094822
20230718,2023,-0.43,0.51,-0.74,0.6751047620145705,0.534363010391783,-0.14074175162278746,-0.11177375539477545
20230719,2023,0.43,-0.25,0.51,0.6764367658346612,0.5339288749461817,-0.14250789088847948,-0.11213253822214946
20230720,2023,0.54,-0.51,1.04,0.6752383571475314,0.5313851279979197,-0.14385322914961174,-0.11479360254549566
20230721,2023,-0.43,-1.54,0.69,0.6751432984990685,0.5327253826527788,-0.1424179158462897,-0.11423899443653324
20230724,2023,-5.48,-0.96,-4.74,0.6722872911973127,0.5433958911791225,-0.12889140001819022,-0.10400133366881081
20230725,2023,-0.91,-0.53,-0.44,0.670824583697103,0.5338426233538148,-0.13698196034328813,-0.11281322045654484
20230726,2023,-1.72,-0.35,-1.31,0.6704495559357028,0.5346647239410376,-0.13578483199466518,-0.11257902954014633
20230727,2023,6.78,9.73,0.25,0.6708329427386661,0.5612091638864681,-0.10962377885219798,-0.0889332402412223
20230728,2023,-0.66,3.23,-2.98,0.6910088012651434,0.5486983362439753,-0.14231046502116806,-0.10273435562141672
20230731,2023,-2.2,-3.59,0.27,0.6971278954232778,0.5489269801976012,-0.14820091522567658,-0.10283853293271122
20230801,2023,2.25,1.38,1.22,0.6890976458177723,0.5530413806359025,-0.13605626518186986,-0.0988720766895255
20230802,2023,-1.1,-4.48,2.06,0.6914634638498754,0.5369878528315717,-0.15447561101830376,-0.1139184081730806
20230803,2023,0.11,0.42,-0.17,0.6820321683144209,0.5359412767727091,-0.14609089154171184,-0.11473067953207333
20230804,2023,1.56,0.08,1.54,0.682942900309217,0.5381919476600733,-0.14475095264914373,-0.11229938138921053
20230807,2023,0.77,1.5,-0.24,0.683370120745359,0.5372870542827283,-0.1460830664626307,-0.1136092510307115
20230808,2023,-2.72,-2.71,-0.79,0.6867034944479634,0.5456517037495797,-0.1410517906983837,-0.10605002316019232
20230809,2023,1.56,-0.08,1.52,0.6812504924617907,0.5421342087591969,-0.13911628370259377,-0.10924558479541159
20230810,2023,1.32,0.0,1.36,0.6804176671774473,0.5389753053969046,-0.1414423617805427,-0.11252029157496596
20230811,2023,-0.11,-2.7,1.72,0.6807040618048613,0.5316217161306815,-0.14908234567417977,-0.12019308832285479
20230814,2023,-1.09,-0.35,-0.84,0.6746918273740519,0.530340544492371,-0.14435128288168086,-0.12151806810665293
20230816,2023,-0.77,,-1.23,0.6740028536545796,0.5284588646885673,-0.14554398896601228,-0.12361142837357127
20230817,2023,-2.66,-0.86,-2.07,0.6762029991626596,0.5232278305001284,-0.15297516866253114,-0.12880030170144519
20230818,2023,0.0,2.09,-1.37,0.6743355849527456,0.5119329920234086,-0.162402592929337,-0.14016496816164858
20230821,2023,0.46,-0.68,0.88,0.6791551409165163,0.5268331106846293,-0.15232203023188695,-0.12543420461540034
20230822,2023,0.23,0.09,0.19,0.6773327531349432,0.5246962255491959,-0.1526365275857473,-0.12748466061115105
20230823,2023,-2.03,-0.43,-1.72,0.6776549575243463,0.5258863198745719,-0.15176863764977444,-0.1264492684809847
20230824,2023,2.88,4.22,0.02,0.6768188611044238,0.5301269040849145,-0.14669195701950932,-0.1229707060226359
20230825,2023,-2.58,-3.64,-0.08,0.6857943803384938,0.540873866381551,-0.14492051395694283,-0.1129657610096412
20230828,2023,1.27,-0.52,1.58,0.6777978777580964,0.5377751538137312,-0.1400227239443652,-0.11610712758123991
20230829,2023,0.0,2.33,-1.58,0.6764091038213406,0.5385057791040231,-0.13790332471731748,-0.11552423931837075
20230830,2023,3.75,0.67,3.21,0.6813848705365458,0.5366443985039888,-0.14474047203255702,-0.11748125482756382
20230831,2023,-1.2,2.01,-2.52,0.682277337696984,0.5270067191195643,-0.15527061857741964,-0.12717643678456161
20230901,2023,-1.22,-1.48,-0.24,0.6869088852436447,0.5169866432417002,-0.1699222420019445,-0.1374948364748958
20230904,2023,-0.79,-0.67,-0.31,0.6834898090539959,0.5190870983357083,-0.1644027107182876,-0.13553074721961392
20230905,2023,-0.57,0.17,-0.66,0.6822144344037769,0.49078936177036425,-0.19142507263341269,-0.163965066642155
20230906,2023,-0.57,-1.01,0.16,0.682750411724707,0.4933044914754429,-0.18944592024926404,-0.16233215460403022
20230907,2023,-1.26,0.25,-1.37,0.6808623533543565,0.494403896661108,-0.1864584566932485,-0.1612234394357025
20230908,2023,-3.24,-4.05,-0.36,0.6818543732173358,0.5131234877418172,-0.16873088547551862,-0.14651776735801852
20230911,2023,-3.83,1.93,-5.16,0.6736283982523156,0.49997636971529724,-0.17365202853701833,-0.1599049049551883
20230912,2023,0.62,0.69,0.17,0.6776765833802523,0.5005615928435234,-0.17711499053672886,-0.15940113378125012
20230913,2023,1.98,1.54,0.97,0.6792954377172559,0.5113574399232422,-0.16793799779401364,-0.14972322196797988
20230914,2023,0.49,3.12,-1.69,0.682878354594763,0.5056565779420223,-0.17722177665274064,-0.15653324224658877
20230915,2023,2.05,0.16,1.53,0.6891793001372137,0.506104496298989,-0.18307480383822472,-0.15630711004000905
20230918,2023,-1.18,-2.78,0.85,0.6867069868714164,0.5026008395364998,-0.1841061473349166,-0.16110337885320672
20230919,2023,2.51,0.17,2.39,0.6814331268933398,0.5047502318972413,-0.17668289499609846,-0.15937547514808043
20230920,2023,0.93,-1.01,1.8,0.6817405445946222,0.5109758220433126,-0.1707647225513096,-0.15385540182327387
20230921,2023,-2.55,-1.27,-1.56,0.6807725743220073,0.5085638244535884,-0.17220874986841894,-0.15683114128203599
20230922,2023,1.78,0.69,1.31,0.6788510529076442,0.5108141753306442,-0.16803687757700003,-0.15463332460286863
20230925,2023,1.17,-0.26,1.36,0.6803251917874125,0.5061448616484946,-0.17418033013891787,-0.15948969731464988
20230926,2023,-1.61,-1.71,-0.36,0.679871542585172,0.5129163186729095,-0.16695522391226247,-0.1545162162897304
20230927,2023,-0.47,-0.26,-0.28,0.6766855996196225,0.5131300697952147,-0.1635555298244078,-0.15430783320637706
20231004,2023,-2.47,,-2.76,0.6757577546296505,0.5137041663334914,-0.16205358829615912,-0.1536523708091918
20231005,2023,3.26,4.16,0.46,0.6778990261900391,0.5365457475349701,-0.14135327865506897,-0.13486416595051337
20231006,2023,-0.12,0.17,-0.3,0.6868828831709183,0.5416033821942201,-0.14527950097669817,-0.13029679835710234
20231010,2023,1.64,,2.19,0.6868178222482333,0.5411446410689423,-0.14567318117929096,-0.1308990111165302
20231011,2023,0.23,-0.25,0.34,0.6854418826727466,0.5590158297200941,-0.12642605295265252,-0.11349429179314544
20231012,2023,2.53,4.19,-0.41,0.6844904086677497,0.5572212858145913,-0.1272691228531584,-0.11676473517207298
20231013,2023,0.11,0.4,-0.15,0.6928052717832623,0.5566576155528975,-0.13614765623036484,-0.117233227854763
20231016,2023,-0.56,-0.48,-0.21,0.693763204236299,0.558255308280745,-0.13550789595555401,-0.1155893462322124
20231017,2023,0.9,4.75,-2.41,0.6928590542096684,0.5466764207517973,-0.14618263345787108,-0.12832155101976497
20231018,2023,-0.67,0.0,-0.64,0.7025393230911126,0.5470103233261219,-0.15552899976499068,-0.12800419414700304
20231019,2023,-1.24,-3.31,1.15,0.7027815153521217,0.5430465583692924,-0.15973495698282936,-0.13281905364712138
20231020,2023,-2.84,0.4,-3.08,0.6961636760947018,0.5390901868608041,-0.15707348923389763,-0.13703283897384905
20231023,2023,-0.82,-1.74,0.44,0.6972306562094844,0.5311958796688426,-0.1660347765406418,-0.14533223053003436
20231024,2023,0.71,2.26,-0.96,0.6938314129847121,0.5258743652573707,-0.16795704772734132,-0.15142502750245546
20231025,2023,2.58,0.55,2.21,0.6978340076813462,0.5231523457660388,-0.17468166191530743,-0.15454518885726742
20231026,2023,-1.83,-5.88,2.35,0.6990958648876269,0.509499767113284,-0.18959609777434283,-0.17025144852862872
20231027,2023,-1.75,-0.75,-1.23,0.6866463136208361,0.5082192349620119,-0.17842707865882412,-0.1715639590097278
20231030,2023,2.37,0.0,2.37,0.6850616130392488,0.507134598824908,-0.17792701421434087,-0.17264124605045325
20231031,2023,-1.5,-2.35,0.13,0.6850886543267862,0.5095513863473489,-0.17553726797943736,-0.1704246077824181
20231101,2023,0.82,3.44,-1.55,0.6800673317758555,0.5073059439775065,-0.17276138779834904,-0.17338516845914884
20231102,2023,4.78,4.16,1.87,0.6871949769611329,0.5244292083779357,-0.16276576858319713,-0.15686247335676815
20231103,2023,0.67,0.4,0.34,0.6955052317846785,0.5291556631362886,-0.1663495686483899,-0.15256077830307002
20231106,2023,4.31,5.72,0.28,0.6959898460983314,0.5399231449717298,-0.1560667011266016,-0.14308089853999975
20231107,2023,0.53,-1.95,1.92,0.7073177350384654,0.5343178902888968,-0.17299984474956864,-0.14890836081899125
20231108,2023,-1.16,-2.15,0.28,0.7032643497881668,0.5340668562617135,-0.1691974935264533,-0.14905943167587213
20231109,2023,2.03,0.31,1.67,0.6982069486947503,0.5368745993620884,-0.16133234933266194,-0.14633030262678887
20231110,2023,0.84,1.95,-0.4,0.6978802485023645,0.5503389639308834,-0.14754128457148108,-0.13492476916983484
20231113,2023,0.41,1.0,-0.28,0.7027718546667819,0.5510492949411682,-0.15172255972561377,-0.13405263164029943
20231114,2023,-0.31,-1.37,0.65,0.7048940358421393,0.5503602148624669,-0.1545338209796724,-0.13511889343301836
20231115,2023,0.72,3.15,-1.58,0.7019771158788201,0.540246919159606,-0.16173019671921407,-0.14652113305076103
20231116,2023,1.44,-1.34,2.32,0.7078515269373857,0.5334405854688807,-0.174410941468505,-0.15320965649071597
20231117,2023,-1.52,-1.81,-0.13,0.7045414270493021,0.5342589846563258,-0.1702824423929763,-0.15280395260090726
20231120,2023,-3.09,1.15,-3.98,0.7014965960655043,0.5289105324830107,-0.17258606358249362,-0.15828582421471643
20231121,2023,4.67,0.46,4.3,0.7033587937657814,0.5340284392402719,-0.16933035452550949,-0.15637061480488537
20231122,2023,-0.51,-0.53,-0.12,0.7039542218482803,0.5458583031951291,-0.1580959186531512,-0.14688712161253956
20231123,2023,-0.1,-0.91,0.5,0.7029470072372997,0.5450720981065379,-0.15787490913076185,-0.14760209177570502
20231124,2023,-1.94,-1.61,-0.75,0.7007115880351693,0.5501136108856206,-0.1505979771495487,-0.14280692376066395
20231127,2023,2.29,2.11,0.82,0.6976823413206916,0.5587994332022553,-0.1388829081184363,-0.1342458550032022
20231128,2023,2.14,0.54,1.79,0.7021080625543519,0.5597261224950576,-0.14238194005929428,-0.13331765299158624
20231129,2023,-0.5,-0.76,0.05,0.7034041726719037,0.5614909930528982,-0.14191317961900551,-0.1317260339157335
20231130,2023,2.1,2.68,0.24,0.7019285250980518,0.5639838366051679,-0.13794468849288388,-0.1292810371263653
20231201,2023,-3.82,-0.97,-3.15,0.7076030430743591,0.5765890556593221,-0.131013987415037,-0.11684001698206033
20231204,2023,1.22,-1.13,2.02,0.7054298996496842,0.5775067191802551,-0.12792318046942908,-0.1170833619979228
20231205,2023,-2.22,-3.97,0.6,0.7030768872275195,0.5756041653417476,-0.12747272188577186,-0.11946433588526773
20231206,2023,0.41,-0.24,0.52,0.6947844876417578,0.5493829304935487,-0.14540155714820913,-0.14639161586290625
20231207,2023,0.41,0.0,0.47,0.6938913263258732,0.5468284803679523,-0.14706284595792096,-0.14894972071963924
20231208,2023,1.33,1.51,0.27,0.6943020791780516,0.5477884759568119,-0.14651360322123974,-0.14803482644055746
20231211,2023,0.71,1.1,-0.1,0.6974047817461021,0.5477358869218586,-0.1496688948242435,-0.148166607393621
20231212,2023,0.0,1.63,-1.1,0.6993732481393085,0.5497716300070334,-0.14960161813227502,-0.1464262706325264
20231213,2023,0.7,0.15,0.59,0.7030064326868559,0.5528662880968275,-0.15014014459002845,-0.14334890561163605
20231214,2023,0.99,4.19,-1.97,0.7033307021539548,0.5429442292097323,-0.16038647294422248,-0.1535449718729462
20231215,2023,0.59,2.41,-1.12,0.7117189832035028,0.540002896706499,-0.17171608649700376,-0.15672301651812467
20231218,2023,-1.96,0.0,-1.96,0.71662897733334,0.5393980547408979,-0.1772309225924421,-0.15730706726898055
20231219,2023,-0.5,-1.29,0.41,0.7166347914310429,0.5385798878616506,-0.17805490356939235,-0.158137123159228
20231220,2023,2.51,1.66,1.32,0.7139478273469911,0.5428216891310753,-0.17112613821591582,-0.15399888235187975
20231221,2023,-0.78,0.0,-0.76,0.7173137282861682,0.5445412359277519,-0.1727724923584163,-0.15237499036678273
20231222,2023,-2.56,0.07,-2.48,0.717443561157028,0.5506032018250585,-0.1668403593319695,-0.1464676155957007
20231226,2023,0.91,,0.76,0.7185379418986824,0.5514171484940464,-0.16712079340463593,-0.14571929617967136
20231227,2023,1.3,-0.35,1.49,0.7190039546537449,0.5411721302110861,-0.17783182444265877,-0.15595330610411998
20231228,2023,4.16,0.78,3.58,0.7178343702728783,0.5452328062802769,-0.1726015639926014,-0.15195179152715557
20240102,2024,0.19,,-0.3,0.7539643489636814,0.5488229681601274,-0.20514138080355393,-0.1483534525983676
20240103,2024,-6.17,-3.93,-3.18,0.7550769416453578,0.5736123557253406,-0.18146458592001713,-0.1252072564611448
20240104,2024,-1.11,-0.29,-0.9,0.7477629084939179,0.5707021815896054,-0.17706072690431252,-0.12814154626228144
20240105,2024,-0.41,0.81,-1.04,0.7471652095184346,0.5708945475090834,-0.17627066200935115,-0.12819512842177186
20240108,2024,-1.03,-1.09,-0.24,0.748446611554416,0.5634518317915863,-0.18499477976282974,-0.1358095061103716
20240109,2024,2.59,1.03,1.72,0.746211205657721,0.567729209785261,-0.17848199587246005,-0.13183747869675988
20240110,2024,-2.73,-2.84,-0.54,0.7474253861987651,0.5768807926859584,-0.1705445935128067,-0.1239467464789027
20240111,2024,1.35,1.87,-0.11,0.7424327368780982,0.5790446650725389,-0.16338807180555925,-0.12121458520706907
20240112,2024,-0.62,-1.4,0.47,0.7454451591502259,0.577248541201069,-0.16819661794915686,-0.12357225940515867
20240115,2024,0.62,0.0,0.62,0.7431066272231605,0.5775939196574317,-0.16551270756572878,-0.12324880735047956
20240116,2024,-2.15,-1.49,-1.0,0.743075542837939,0.5815719901576598,-0.16150355268027916,-0.1196037270172027
20240117,2024,-1.78,-0.83,-1.11,0.7405250784895543,0.5846000736548631,-0.15592500483469118,-0.11655877541439061
20240118,2024,1.17,3.97,-1.77,0.7393128988069213,0.5787974745948693,-0.160515424212052,-0.12338049389671994
20240119,2024,3.48,3.74,0.26,0.7467225126362305,0.577418683059779,-0.16930382957645151,-0.1282448958345261
20240122,2024,2.55,0.92,1.87,0.7504970568229654,0.5790524272571056,-0.17144462956585982,-0.1265421207071425
20240123,2024,0.8,-1.26,1.85,0.7522795953488817,0.5739422480801182,-0.1783373472687635,-0.13188843682675372
20240124,2024,-1.18,0.5,-1.48,0.750663150997874,0.551180434230872,-0.1994827167670019,-0.1609352792784917
20240125,2024,-0.5,-2.9,1.71,0.7521542424618103,0.5604092422624701,-0.19174500019934015,-0.15239818425845608
20240126,2024,0.9,-1.02,1.59,0.7468302469956183,0.5553428367275272,-0.19148741026809113,-0.15806838948545432
